inputs,aspects,sentiment
"A localização é muito boa, já que tem rápido e fácil acesso a duas linhas de metro.",localização,1.0
"Quartos limpos, mas um pouco antigos e com carpete, amplos mas sem maiores luxos.",carpete,0.0
"Possui ótima localização, quase em frente a uma das principais estações de metrô, a Bastille.",localização,1.0
"Contudo, os recepcionistas (homens) deixam a desejar (são um pouco rudes).",No aspect,
"o serviço de quarto, camareiras são muito solicitos único detalhado o restaurante qua eu e minha família não apreciamos e achamos caro em relação ao que os restaurantes da rua oferecem.........",serviço de quarto,1.0
"nao e nem uma estrela, nao tem iluminacao, tapete dos guardo super sujo, quarto escuro, ducha pra tomar banho segurando com uma amo e a outra se ensaboando, o pessoal, nem me fale, um recepcionista que so fica na net conversando, ingles ninguem fala, so mesmo o frances, eita que hotel e que asssitencia aos clientes, cxonselho, FUJAM DISTO!!!!",ducha,-1.0
O mesmo pediu desculpas e disse que assim que possivel nos colocaria no quarto adequado e não cobraria essa diária.,No aspect,
Só duas pequenas notas menos boas: o quarto inicial era de fumador e tinha um cheiro a tabaco forte (mas que logo foi trocado por um quarto melhor e de não fumador) e ausência de uma suporte de toalhas junto ao lavatório.,toalha,0.0
"O melhor de tudo é a localização:rua tranquila e silenciosa no coração do Quartier Latin, a dois passos da Sorbonne, Panteon, Luxembourg, rio Sena, o que há de melhor em Paris.",rua,1.0
"Quando reservei este hotel, eu sabia que era simples, mas era próximo de um compromisso profissional.",hotel,0.0
"O buffet do Aria é excelente, vale à pena!!!",No aspect,
Room Tip: No way.,No aspect,
"Apesar de não ter muito direito de reclamar pelo hotel ser barato, mas é importante deixar minha manifestação.",hotel,0.0
Mas a localização deixa a desejar.,localização,-1.0
Ar-condicionado muito barulhento e atendimento da recepção muito atrapalhado.,recepção,-1.0
Bom cassino e bons restaurantes.,cassino,1.0
Room Tip: Só se hospede nos apartamentos com a vista da cidade... senão não terá valido o local.,No aspect,
"Estivemos em Paris em outubro de 2012 e nos hospedamos em um apartamento de 2 quartos, sala, 2 banheiros e cozinha do apart hotel.",quarto,1.0
"Localização excelente, ao lado do rockefeller center a 100 ,metros da 5th Avenue!",localização,1.0
"Cama bem macia, quarto bem silencioso.",No aspect,
"Péssimo atendimento, apenas a localização é ponto positivo, dá pra ir a pé aos principais pontos de Paris.",atendimento,-1.0
"Eu pensei que ia ser um hotel bem mais simples pela diferença de preço em relação aos demais hotéis, mas para minha surpresa era bem o que precisávamos.",hotel,1.0
"Achei o hotel na internet, fiquei na dúvida, mas de fato foi remodelado e tem um ótimo preço, tornado-se uma excelente opção de custo x beneficio.",preço,1.0
"Localizado em uma parte não tão bonita da cidade, porém tem todo o necessário: farmácia,academia,restaurante,shoping.",cidade,-1.0
"Banheiro minúsculo também, com porta abrindo para lado errado.",No aspect,
Na próxima vez ficaria num hotel na altura das ruas 50/70.,No aspect,
Room Tip: O apartamento do tipo petit é realmente bem pequeno mas existem outros mais espaços a um custo maior...,No aspect,
Os funcionários da portaria e todos os serviços em geral nos atenderam muito bem .,serviço,1.0
"Acho impossível melhor localização para turismo , pois dos quartos se tem uma visão ampla de todo central park além de estar do lado da quinta avenida.",quarto,1.0
O hall de entrada do prédio é agradável e do lado do elevador tem um poster com fotos de quartos que eu duvido que seja de lá pelo que eu vi no meu.,elevador,0.0
"A localização é perfeita, e o preço é convidativo em se tratando de Paris.",preço,1.0
Garagem grátis.,garagem,1.0
"se estiver de carro, eles cobram a diária da garagem (o que eu acho que poderia ser uma cortesia do do hotel)",garagem,-1.0
Neste momento minha esposa estava se trocando e não deu a mínima e entrou de forma apressada e abrupta.,No aspect,
"Quartos gigantes e muito confortáveis, área da piscina extremamente tranqüila, apesar da excelente localização do hotel em meio a Strip",quarto,1.0
"Hotel com boa localização, próximo ao aeroporto.",aeroporto,0.0
"Quartos amplos, bem equipados, janelas anti-ruído e bom café da manhã.",café da manhã,1.0
"Hotel com quarto grande e banheiro maior, muito limpo e organizado.",quarto,1.0
"Nao cobra resort fee (20 usd/dia) , cafe foi dado credito de 18 Usd por dia para usar na praça de alimentação deles ... e a localização e o shoping são uns dos melhores .",localização,1.0
"O hotel é muito limpo, os quartos são confortáveis, o café da manhã é bem servido e o principal: os funcionários são todos muito simpáticos e atenciosos.",quarto,1.0
Fiquei por 8 dias no hotel e não tive nenhum problema!,No aspect,
"Os quartos são simples porém, limpos e confortáveis.",quarto,1.0
"Então nos arrumaram um quarto com somente uma cama de casal, e não havia ninguém da manutenção ou alguém com vontade para colocar uma cama extra no quarto.",casal,0.0
"A localização é o forte, perto de duas estações de metro que nos levou a todos os lugares que quisemos conhecer e para a Torre Eifel fomos a pé sem nenhum problema, bem perto e fácil.",localização,1.0
Indico para todos que procuram uma tarifa justa e conforto.,conforto,1.0
Voltamos ao hotel as 15horas e nosso quarto ainda estava desarrumado.,No aspect,
"Quando cheguei em Barcelona entrei no site da Accor e comuniquei o ocorrido no através do item contact, onde está escrito que se deve comunicar em inlês ou francês.",No aspect,
"Café da manhã tipicamente francês, chocolate quente com croissant, sempre fresco.",café da manhã,1.0
Tivemos a felicidade de passar 4 noites no Sofitel/Nova York.,No aspect,
"A única coisa boa neste hotel é a cozinha completa, o banheiro estava em péssimo estado de conservação e limpeza, o chão do quarto enquanto andamos faz barulho parece estar solto, o sofá cama é uma vergonha, fiz a reserva de 3 dias mais só consegui ficar uma noite, quando estava saindo do hotel os vizinhos em baixo estavam fumando maconha, mal frequentado!",limpeza,-1.0
"Existe um ponto forte no hotel, o quarto é branco e razoável.",quarto,1.0
"Ótimo hotel, localização privilegiada, o bairro de Upper East Side, é ideal para quem quer curtir a agitação da cidade e mesmo assim ficar em um local tranquilo.",hotel,1.0
"Hotel fica muito bem localizado, tudo novinho, banheiro com boa banheira e muito limpo.",hotel,1.0
"Além de ter uma decoração inovadora e moderna, as cores são quentes e os quartos são lindos.",quarto,1.0
"Com design diferenciado, o hotel Verite é acolhedor, mesmo dentro de uma megalópole como Nova York.",hotel,1.0
E por fim a limpeza do hotel é impecável.,limpeza,1.0
"Como é um hotel mega grande, achei que fosse achar um pouco de desorganização, mas não!",No aspect,
Resultado: mudamos de hotel no dia seguinte.,No aspect,
"Bem localizado no centro da cidade baixa, proximo de supermercado, shopping e lojas...",lojas,0.0
Os quartos são bons e o serviço também.,serviço,1.0
"Estivemos em NY na primeira semana de dez/12... com os filhos (5 e 3 anos, respectivamente)!",No aspect,
"A região de Montparnasse tem ótimos lugares para comer, a Torre de Montparnasse que é uma das atrações turísticas de Paris, uma loja da famosa Galeria Lafayete, a estação de trem de Montparnasse que liga Paris a cidades no Vale do Loire, Mont Saint Michel etc.",No aspect,
5min de carro para chegar aos outlets.,No aspect,
"O hotel é pequeno,mas charmoso e o atendimento foi excelente,principalmente Patrícia.",atendimento,1.0
"O hotel é bem localizado, a 2 quarteirões do metrô Louxembourg que tem linha direta com o aeroporto Charles De Gaulle; a 1 quarteirão do Pantheon e da Praça Sorbonne.",hotel,1.0
"Ar condicionado janeleiro, muito barulhento.",No aspect,
"O hotel é longe de tudo, os banheiros sao compartilhados no corredor, sujo e feridos.",hotel,-1.0
A localização é legal.,localização,1.0
O barulho é ensurdecedor.,No aspect,
"Enfim, recomendo!!!",No aspect,
"O hotel é todo novo, com camas confortáveis, banheiros modernos, quartos bem arejados.",cama,1.0
"Apesar da boa aparência do exterior, o interior é bastante velho e degradado.",No aspect,
O serviço do hotel é ótimo e caso pegue os quartos com banheiro compartilhado é super tranquilo.,serviço,1.0
"No no quarto tinha geladeira, microondas e cafeteira.",cafeteira,0.0
Fiquei no 48 andar com vista para o Central Park.,No aspect,
Minha experiência foi desagradavel.,No aspect,
"Café da manhã satisfatório; quarto dentro do padrão IBIS, limpo e silencioso.",café da manhã,1.0
"O hotel é bem simples, mas tem a vantagem de ficar bem próximo ao Aeroporto Salgado Filho e ainda possui translado gratuito do aeroporto, basta ligar para o hotel quando desembarcar.",aeroporto,0.0
"Se vai apenas dormir vale o custo beneficio devido a localização, pois fica proximo à Torre e tem metrô bem perto.",localização,1.0
"Não fomos no verão, mas o ar condicionado lá não funciona muito bem.",No aspect,
"Banheiro amplo com banheira, chuveiro excelente.",banheira,1.0
"O hotel é ótimo, muito confortável, e divertido.",hotel,1.0
"Com um ótimo atendimento e novo conceito, o hotel boutique possui camas extremamentes confortáveis.",cama,1.0
"O hotel é padrão Ibis, sem luxos, o banheiro é super pequeno, mas é limpo e a cama é super confortável.",hotel,1.0
"O hotel Paris está muito bem localizado , ao lado do PH e de frente ao Belagio.",hotel,1.0
"O hotel é pequeno, mas bem ajeitado, com um café da manhã muito bom.",café da manhã,1.0
Gastamos uma fortuna para ficarmos sozinhos!,No aspect,
"O Café da manhã servido no hotel, e incluso no valor da diária, é honesto, porém o salão onde é servido é bem pequeno.",café da manhã,1.0
"Café da manhã bom, porém com limitação de capacidade nos horários de pico.",horário,1.0
Senti falta de um spa no hotel.,hotel,1.0
Perto da Estação de Metro somente 5 minutos a pé.,No aspect,
"Perto do local temos o Pantheon, Notre Dame, Jardim de Luxemburgo, comércio, restaurantes, enfim tudo com pouca caminhada.",No aspect,
Recomendo!,No aspect,
"Ótima localização, café farto e delicioso, chuveiro forte, banheiro limpo, cama maravilhosa, limpeza e atendimento nota 10!",atendimento,1.0
Corredores do hotel sao extremamente apertados,hotel,-1.0
O hotel tem uma ótima vizinhaça.,hotel,1.0
"Quarto de tamanho muito bom com cama e colchão excelente, ótimos ármários e o que escolhemos tinha saleta com sofá, mesa office e tv.",colchão,1.0
"Estive a Paris no mês de outubro, e uma cidade magnifica, com um nivel cultural excelente.",cidade,1.0
"Ao voltar, tive a grata supresa de encontra-los intactos.",No aspect,
Eu e meus colegas de empressa tivemos um mal atendimento no hotel home fomos muito mal tradado pela atentende da manha que se chama a rainha caremdo hotal esta pessoa trada muito mal os clientes se vç sair do hotel de manha e nao pagar a diaria do dia seguinte ela se se torna uma pessoa muito mal eduacada com o cliente nao sabe falar como uma pessoa normal e sim como um bicho ate um bicho te atennderia melhor vç mais nosoutros turnos sao pessoas muito bem educadas com o cliente limpesa boa cafe bom acomodaçoes boas munutençao e conservaçao boa e atentedimento rapido e muito bem educados o resto do pessoa mais a rainha do hotel nao da para querer se vç se hospetar no hotel home minuano nunca chegue na parte da manha chegue a tarde ou a noite vai ser bem tradado nestes turnos,hotel,0.0
A sua localização é excelente (a apenas 15 minutos a pé da Torre Eiffel e a 10 minutos dos Invalides).,localização,1.0
"O quarto é realmente pequeno, mas para quem quer conhecer a cidade durante o dia e só voltar ao hotel para dormir, é excelente.",quarto,-1.0
Problemas: quarto pequeno e elevador (?) minúsculo e antigo.,quarto,-1.0
"Hotel aconchegante, perto do metro Saint Placide e também de bons bistrôs para uma refeição.",hotel,1.0
Fácil de entender como esta em primeiro lugar no trip.,No aspect,
As camareiras trocam as toalhas duas vezes ao dia e dÃ£o muiiitos chocolates.,toalha,0.0
"Voltarei lá, com certeza.",No aspect,
É essencial ter um hotel perto de uma estação de metrô quando se viaja à Paris.,hotel,1.0
"Pontos negativos: sem wifi no quarto, carpete muito antigo necessitando de troca urgente ou melhor trato.",quarto,-1.0
"A equipe esta sempre solicita em nos atender e possui um serviço de carro particular com custo de 65 euros para o aeroporto, o que sempre uso.",No aspect,
"É prático por estar bem no centrão, pois pode andar a pé pela região.",No aspect,
"Vale a pena pela localização, metrô na porta, café da manhã bom e proximidade da Torre Eifel.",localização,1.0
"Os quartos e as escadas do hotel estavam sempre cheirosos, tudo muito limpo e arrumado, staff educado e gentil, absolutamente nada a reclamar.",escada,1.0
"Minha estada foi muito agradável e fiquei muito satisfeito na maioria dos itens apontados; localização, atendimento, valor, serviço de recepção e restaurante e muita tranqulidade no ambiente,",serviço,1.0
Recomendo sem ressalvas.,No aspect,
"Boa licalização: bem próximo ao metrô linha 7, que leva direto a alguns pontos turísticos.",No aspect,
Agradeco a toda a equipe desse hotel singular!,No aspect,
"Quarto grande, com cafeteira para fazer café expresso incluso, assim como a água engarrafada.",cafeteira,1.0
"O hotel têm uma ótima localização, próxima a metro, pontos turísticos e comércio.",hotel,1.0
"Enfim, o quarto é pequeno e o banheiro idem, mas a localização e o bom tratamento faz tudo valer a pena.",quarto,-1.0
"Eu tinha visto bons comentários sobre esse hotel, mas não esperava que fosse tão bom.",hotel,1.0
Os quartos são extremamente pequenos e precisam passar por uma reforma.,quarto,-1.0
"A limpeza, a localização e o café da manhã estavam ótimos, porém esse último começava apenas as 7, o que complica a vida de quem está na cidade a negocios ou para prestar vestibular.",No aspect,
"Suíte confortável, limpa, charmosa, staff educadíssimo, a janela do meu quarto dava para as piscinas do Caesar, localização privilegiada.",suíte,1.0
"O quarto basico , nao é melhor que um MGM ou Paris , portanto so vale a pena pegar se for o mesmo preço que esse citados (nao pague a mais )...pois é antigo , andar baixo e virado para os fundos com vista para nada .",preço,0.0
Posso garantir que todos os elogios que li estavam corretos.,No aspect,
A localização é segura e perfeita para quem quer proximidade com a Broadway.,localização,1.0
Tem um parque de diversões dentro do hotel.,hotel,0.0
O café da manhã não vale os 18 euros.,café da manhã,-1.0
Adorei e voltaria lá com certeza!!!,No aspect,
Se voce reservar antecipadamente e para uma estadia de 3 dias o preço é de 65 euros.,preço,0.0
"Excelente equipe de funcionários, simpáticos e solícitos; café da manhã muito satisfatório;",café da manhã,1.0
Mas mesmo sabendo disso recomendo com louvor!,No aspect,
"O pessoal do hotel é legal, prestativo.",No aspect,
"O ruim é que o elevador é muuuito pequeno e o café da manhã é bem básico, mas é uma delícia!!",elevador,-1.0
"Frigobar bom e completo, banheiro com chuveiro muito bom (quesito essencial no inverno!) e sistema de calefação pra secagem de roupas.",frigobar,1.0
"O Hotel é muito bem localizado, próxima estação do metrô (Rua 59), bloomingdales e 5th avenue.",rua,0.0
"Ficariamos modernos e confortaveis, com uma enorme TV flat.",No aspect,
"Um pequeno ponto negativo, mas que não desabona o hotel, é o tamanho dos quartos que são um tanto pequenos, fora isso, perfeito!",No aspect,
"Adorei o hotel, foi todo reformado os quartos são excelentes, o serviço é ótimo e o atendimento foi demais.",hotel,1.0
Perto de tudo.,No aspect,
"HOTEL SEM ACESSIBILIDADE, IMPOSSIVEL PARA PESSOAS QUE NAO PODEM SUBIR ESCADAS OU QUE TENHAM MALAS .",No aspect,
Resumindo...adorei!,No aspect,
"Hotel confortável, limpo e de excelente qualidade.",No aspect,
"Ótimo preço e pertinho do aeroporto e com serviço de transfer gratuito do aeroporto ao hotel, o que é até bom porque dependendo do horário que se chega, os taxistas são um pouco resistentes em levá-lo.",preço,1.0
A localização é excelente.,localização,1.0
"Moderno, com quartos equipados com cozinha completa, jacuzzi, projetor com telão e até máquina de lavar roupa e TV no banheiro.",tv,0.0
"Com supermercado, salão de beleza, centro de compras.",No aspect,
"Room Tip: Peça pela Junior suite, super espaçosa e charmosa, ótima cama.",cama,1.0
"Apresentação do cirque de soleil no hotel, um cassino muito grande, e fica em um complexo que tem um shopping com as marcas mais famosas do mundo, que infelizmente não estão ao meu alcançe, mais que podem ser aproveitado pelos endinheirados.",shopping,1.0
"Quarto e banheiro confortável, limpo e novo, funcionários atenciosos.",funcionários,1.0
Room Tip: Peça quartos perto do elevador.,No aspect,
"Sabemos que hoteis na Europa são fraquinhos, mas o Cardinal surpreendeu muito!",No aspect,
"O hotel é fantástico, repleto de atrações, atendimento muito bom e a torre...o que é aquela torre?",atendimento,1.0
"Hotel ideal para estadia de negócios ou para aqueles turistas um pouco mais exigentes em relação à espaço, limpeza e qualidade do quarto.",quarto,1.0
"Cafe da manha bem variado,delicioso,embora de preço elevado($38 por pessoa)",preço,1.0
"Restaurantes simples, bons e bonitos.",No aspect,
Além do quarto com a cam...,No aspect,
muitos restaurantes e cafeterias por perto!,No aspect,
"Quartos de tamanho bom em se tratando de Paris ( dentro deste tipo de hotel), limpo, café da manhã igual a todos ( pão, café, geléia e manteiga)",hotel,0.0
Nao e legal para quem gosta de voltar para o hotel muito tarde.,No aspect,
Faltou água por duas vezes durante a estadia e demora muito a sair agua quente nas torneiras e chuveiro.,torneira,-1.0
"Além de tudo isso, a qualidade da recepção, serviços de concierge, e amenidades, como café disponível 24 horas na recepção, fizeram da minha estadia em NYC perfeita.",recepção,1.0
A estação do metro é bem ao lado mesmo!,No aspect,
"Serviços de primeira qualidade e funcionários excelentes, além de acomodações muito confortáveis.",serviço,1.0
"Não contratei café-da-manhã, por isto não tenho como avaliá-lo.",No aspect,
"No nosso caso, em nenhum momento foi dito que teria uma cobrança extra de USD 16,80 por dia, referente ao serviço de limpeza do quarto (charge service).",limpeza,0.0
Metrô e RER a 20 ou 50 metros do hotel.,No aspect,
"O único inconveniente é o preço do café da manhã, muito caro, mas isto é geral em NYC.",No aspect,
"Quartos gigantes e muito confortáveis, área da piscina extremamente tranqüila, apesar da excelente localização do hotel em meio a Strip",localização,1.0
Recomendo e com certeza ficaria novamente!,No aspect,
Hotel excelente.,hotel,1.0
"O hotel é limpo e do 5o. andar, onde ficamos, não tivemos problemas com o barulho dos trens da Gare.",No aspect,
Umas noites bem divertidas a dançar até tarde!,No aspect,
Não sei como o Tripadvisor premiou este hotel.,No aspect,
"As camas eram ótimas, com ótimos cobertores, as toalhas limpas.",cama,1.0
Quando voltar a NYC será minha primeira opção!,No aspect,
Café da manhã não apresentou nada demais e preferia comer fora.,No aspect,
Uma ótima estrutura e um preço muito bom se comparar com outros hoteis de Las Vegas.,preço,1.0
Serviço ruim - pessoal despreparado para receber quem não conhece a cidade.,serviço,-1.0
"quarto pequeno, antigo.",No aspect,
"Excelente localização, quarto de tamanho compativel com Nova York com cama muito confortavel e sempre muito limpo.",localização,1.0
Eu e minha família adoramos e esperamos voltar um dia.,No aspect,
"Fiz uma reclamacao formal no livro de ocorrencias do hotel, deixei meu telefone, mas ninguem retornou pra explicar o que houve.",telefone,0.0
"Hotel com bom conforto, cama box, bom chuveiro, frigobar e ar, limpo, localizado no Centro.",hotel,1.0
Recomendo!,No aspect,
"O ar-condicionado é muito barulhento, a ponto de não termos ouvido o despertador.",No aspect,
"Por não ter casino, o hotel se torna mais privativo e tranquilo.",No aspect,
"Quarto pequeno porém funcional, banheiro ok, limpeza razoável.",quarto,0.0
"Também tem duas estações de metro perto, Cadet M7 e Notre-Dame de Lorette M12.",No aspect,
Prefira ficar do 2o.,No aspect,
"Foi reformado, funcionários atenciosos, quartos bons.",funcionários,1.0
O café é básico com Soborôs sortidos de ontem.,No aspect,
Fiquei no ultimo andar ( 17º) num apartamento de fundos com 2 camas queen.,No aspect,
Indico para quem procura um hotel simples e prático.,No aspect,
mas redondeza é ruim e nao tem nada de especial e é barulhenta a noite.,No aspect,
Esperava que fosse mais antigo e que necessitasse de reforma.,No aspect,
"O Hotel esta muito bem localizado os apartamentos da cobertura acomodam famílias grandes, a equipe é muito simpática e prestativa, achei apenas que a limpeza nos quartos não é muio boa, porém acredito ser geral nos EUA principalmente por eles usarem carpetes a limpeza deveria ser mais bem feita.",carpete,-1.0
"Está a poucos quarteirões da Estação Rodoviária, Hospital Santa Casa, Usina do Gasômetro, Universidades, Praça da Alfandega, Shopping Rua da Praia, Parque Farroupilha, Palácio Piratini, Tribunal de Contas, Museu do MARGS, Teatro da OSPA e outros pontos de interesse.",museu,0.0
"Não é barato, mas com certeza mostra-se bem acima da média dos hoteis da cidade.",cidade,0.0
Em relação aos demais hotéis o preço é bom e compativel com o quarto oferecido.,quarto,0.0
"O quarto é amplo, limpo, a cama é super confortável, com ajuste e o travesseiro é o melhor!",travesseiro,1.0
"hotel bem localizado, com bom preço mas não indicaria para ninguém - sem limpeza no geral (roupa de cama cheirando a cigarro, limites de toalhas), banheiro é tão pequeno q uma pessoa obesa não consegue usar o vaso sanitário, box apenas com opção de chuveirinho e ralo entupido.",roupa de cama,-1.0
Não tomamos café da manhã no hotel.,café da manhã,0.0
"Quartos espaçosos, cama confortável.",quarto,1.0
"Bem equipado com friforifico, microondas e máquina de café.",No aspect,
"Hotel com dependenicas muito pequenas, quarto minúsculo.",hotel,-1.0
Recomendo MUITO !,No aspect,
"Café da manhã estilo buffet, servido no restaurante com pães, presunto, queijos, bolos, sucrilhos e café, tudo bem típico das comidas americanas.",café da manhã,1.0
Pia pequena sem lugar para colocar qualquer objeto de uso pessoal.,pia,-1.0
"O hotel é bom, limpo, com serviço bacana , internet grátis, mas a localização não é muito boa.",serviço,1.0
"Ótimo preço e pertinho do aeroporto e com serviço de transfer gratuito do aeroporto ao hotel, o que é até bom porque dependendo do horário que se chega, os taxistas são um pouco resistentes em levá-lo.",hotel,0.0
"Funcionários atenciosos; localização excelente, a uma curta caminhada de vários pontos turísticos e do metrô; limpo e confortável, hotel charmoso estilo europeu; café da manhã com pouca variedade para quem gosta de salgados, mas com produtos de excelentte qualidade; os petiscos e bebidas no final de tarde são restauradores, após um dia de intensas caminhadas.",hotel,1.0
"Hotel espetacular, melhor de todos que já fiquei na vida, localização excelente, próximo ao Rockfeller center, em frente a S. Patrick, café da manhã ótimo, quartos enormes, cama gigante e super confortável, banheiro grande e tudo muito limpo.",café da manhã,1.0
"Mas o hotel é lindo, limpo, os quartos sao grandes, as camas confortaveis.",quarto,1.0
Os quartos são bem arrumados e o banheiro é amplo.,quarto,1.0
Estive com minha familia hospedado neste hotel.,hotel,0.0
"Apenas não gostamos da política de cobrar us$ 100,00 por pacote recebido para hospedes.",No aspect,
Andares...,No aspect,
"Pedimos quarto em andar alto e silencioso e fomos atendidos, perdemos uma das chaves e foi reposta sem problemas.",quarto,1.0
"Hotel espetacular, melhor de todos que já fiquei na vida, localização excelente, próximo ao Rockfeller center, em frente a S. Patrick, café da manhã ótimo, quartos enormes, cama gigante e super confortável, banheiro grande e tudo muito limpo.",quarto,1.0
"Nossa estadia foi de 5 dias e adoramos o hotel , o bar eh o máximo , o atendimento perfeito , restaurante bacana e a localização perfeita para assistir os musicais.",hotel,1.0
"A montanha russa é legal, mas se quiser adrenalina vá a do Hotel Sahara, que fica quase em frente, pois é irada.",No aspect,
Eu não recomendo a quem deseja o mínimo de higiene.,No aspect,
O hotel é muito bem localizado e com funcionários sempre dispostos a ajudar.,hotel,1.0
They don´t clean the room.,No aspect,
"Minha gratidão a Angela, recepcionista, que nos atendeu maravilhosamente bem...Só tenho elogios ao hotel e ao atendimento.",No aspect,
"Todos, sempre muito atenciosos, cassino muito legal, as festas na piscina então, sensacionais.",No aspect,
"O hotel é pequeno,mas charmoso e o atendimento foi excelente,principalmente Patrícia.",hotel,1.0
"Ótimos quartos, roupa de cama impecável e café da manhã excelente.",quarto,1.0
"Quarto grande, banheiro grande, muito limpo, tem uma balada no terraço do hotel Sky Deck.",quarto,1.0
"Aconchegante: o quarto, as camas, travesseiros e edredons são um convite ao descanso.",travesseiro,1.0
O preço é justo.,preço,1.0
"A velocidade de conexão da internet, gratuita para os hóspedes, é boa e, ao contrário do senso comum, os atendentes são de uma forma geral bastante cordiais.",internet,1.0
É a melhor opção de Las Vegas.,No aspect,
"Viajamos 4 pessoas (2 adultos + 2 crianças), localização do hotel junto ao Pigalle com todos os seus bares e sexshops (algum ruido durante a noite mas conseguia-se dormir razoavelmente), hotel renovado recentemente como tal nada acrescentar.",hotel,1.0
"O quarto é bem grande e está todo reformado,",quarto,1.0
Esse local ficava uma rua acima da rua do hotel (52th).,rua,1.0
"O quarto é do tamanho padrão, bem limpo, com banheiro com bom chuveiro.",chuveiro,1.0
Pontos negativos:,No aspect,
Destacamos a simpatia e profissionalismo do recepcionista Sr. Ernest.,No aspect,
Os funcionários do Restaurante e do bar foram muito atenciosos.,No aspect,
Atendentes muito cordiais e educados.,No aspect,
vá com toda certeza que é isso que vc ver nas fotos pq além de td e mais bonito ainda.,No aspect,
"Por ser um hotel de rede internacional, atende todos os requisitos básicos de um bom hotel, tendo como diferenciais o excelente atendimento dos recepcionistas, sempre muito solicitos e falando em espanhol , o café da manhã com ótimos croassants e, o mais importante: a localização.",café da manhã,1.0
Limpo e a roupa era sempre trocada (as tolhas diariamente).,No aspect,
A noite tem que pegar um taxi mesmo.,No aspect,
"Uma excelente opção para New York, principalmente, em virtude da cozinha em que pudemos fazer as comidas que minha filha gosta e tomar belos cafés da manhã.",No aspect,
"Os quartos são limpos e silenciosos, com uma cama super confortável.",cama,1.0
Novamente janela quebrada e sem ar.,No aspect,
"No mínimo estranho, já q não havíamos solicitado nenhum tipo de serviço de quarto.",serviço,0.0
"Segunda vez que me hospedei na mesma região em Paris, trata-se de um duas estrelas com um ótimo padrão de conforto e com localização excelente.",localização,1.0
Limpeza da suite impecavel.,limpeza,1.0
"E a 2 vez que retorno a este hotel,continua muito bom com uma localizacao incrivel,quartos muito grandes com area de estar porem atendimento mediano e nescessario subir com suas malas ao menos que pague 5 dolares para o bellmen ou e nescessario esperar bastante pelas toalhas.",quarto,1.0
"A localização do hotel, embora em uma área pouco movimentada e de poucas opções noturnas é minimizada pela proximidade com estações do metro.",No aspect,
Os outros recepcionistas franceses não pareciam muito preocupados e empenhados em nos ajudar.,No aspect,
"O café da manhã conta com bastante variedade, e eu achei muito bom para o padrão do hotel.",padrão,0.0
"Hotel de ótima localização, perto de tudo, quartos limpos e organizados, café da manhã de boa qualidade e funcionários muito atenciosos.",quarto,1.0
Café da manha ruim e desconfortável.,No aspect,
As camas sao fantásticas!,cama,1.0
Ótimo Hotel com quartos impecáveis.,hotel,1.0
"Cama confortável, quarto limpo porém pequeno e bom café da manhã..",quarto,0.0
Atenção: Tem alcatifa no chão!,No aspect,
"Além da sua ótima localização, próximo a Champ Elysees e 2 estações de metro, o atendimento pelos profissionais do hotel foi excelente.",atendimento,1.0
"Muito bom hotel, banho gostoso ao final de um dia de passeios, cama com ótimo colchão, roupa de cama legal, o café da manhã delicioso, funcionários sempre muito gentis e pacientes com nossa dificuldade com o idioma, além de ter mercado, metrô, restaurantes próximos.",hotel,1.0
Começava a servir às 7h e ia até às 10h30.,No aspect,
"Os quartos são grandes e confortáveis, ficamos num quarto com duas camas de casal.",casal,0.0
"a localização e perfeita proximo a tudo em new york,o cafe da manha tem um seu charme especial pela local onde é servido.",localização,1.0
Membros do HHonnors tem checkin mais ágil e praticamente sem fila.,No aspect,
"Na minha opinião, a localização X preço compensa.",preço,1.0
"Não experimentamos o café da manhã, pois não estava incluso na estadia.",No aspect,
"Ótima localização, ao lado da times square, dos pricipais teatros, lojas e restaurantes, íamos andando para todos os lugares.",lojas,0.0
"A localização é OTIMA, o pessoal super atencioso e a vista a janela PERFEITA!",localização,1.0
Um porém que no café da manhã tinha muita fila no horário de 8:30 a 9:30 da manhã.,café da manhã,-1.0
"Estivemos em Paris em outubro de 2012 e nos hospedamos em um apartamento de 2 quartos, sala, 2 banheiros e cozinha do apart hotel.",hotel,1.0
Proximo a cafés e lojas.,No aspect,
"Este hotel apresenta uma relação qualidade Vs preço Vs localização, muito boa.",preço,1.0
Muito satisfeita com minha escolha de hospedagem no Hotel Aria.,No aspect,
"Por fim, considero que pagamos em excesso se for feito uma relação qualidade-preço",qualidade-preço,-1.0
"Quarto enorme estilo flat com cozinha, quarto e sala.",No aspect,
Eu certamente retornaria ao hotel e recomendo.,No aspect,
O café da manhã razoável e os funcionários por incrível que pareça são simpáticos.,funcionários,1.0
"Obs:. Diária individual R$ 100,00.",No aspect,
"- Muito bom, porém a cafeteira no quarto é um aparelho modernoso, mas deletério.",No aspect,
"As instalações do hotel são muito boas e ficamos bem satisfeitos, pretendemos voltar.",instalações,1.0
Seu ponto forte é o tamanho do quarto (o que em Paris vale ouro) e o preço!!!,No aspect,
Nao se hospedem neste local sem estrutura!,No aspect,
O atendimento no front desk é eficiente e liberaram os quartos antes do horário marcado (pois havia disponibilidade).,atendimento,1.0
otima localização no haut marais.,localização,1.0
