inputs,aspects,sentiment
Esse é um hotel onde vc pode usar todos os benefícios.,hotel,1
"A segurança não apenas no hotel, mas nas imediações, por conta do prédio das Nações Unidas, é perfeita; o hotel oferece todo o conforto de um grande estabelecimento; o atendimento é primoroso; e fica numa área onde é fácil conseguir bares e restaurantes.",estabelecimento,1
"A segurança não apenas no hotel, mas nas imediações, por conta do prédio das Nações Unidas, é perfeita; o hotel oferece todo o conforto de um grande estabelecimento; o atendimento é primoroso; e fica numa área onde é fácil conseguir bares e restaurantes.",atendimento,1
"Room Tip: Como o hotel começa no 28º andar, todos os quartos apresentam sempre uma bela visão de NY.",No aspect,None
"O Hotel Juliz é extremamente simples, fica numa casa bem antiga, o que lhe dá um aspecto de pensão, em que os aposentos da casa foram transformados em pequenos quartos para pernoite.",hotel,-1
"O Hotel Juliz é extremamente simples, fica numa casa bem antiga, o que lhe dá um aspecto de pensão, em que os aposentos da casa foram transformados em pequenos quartos para pernoite.",quarto,-1
"Alguns quartos tem banheiro individual, nos demais o banheiro é coletivo.",No aspect,None
Entretanto o custo é bem mais baixo do que hotéis tradicionais.,No aspect,None
Óptima localização.,localização,1
Serviço atencioso.,serviço,1
Tem internet grátis.,internet,1
Gostamos !!!!  Room Tip: Foi a 2ª vez que ficamos neste Hotel.,hotel,1
Sem ser um luxo é excelente.,luxo,1
Local seguro.,No aspect,None
Perto tem várias opções de restaurantes e cafés.,No aspect,None
Muito fácil deslocar-se para qualquer ponto de Paris.,No aspect,None
Vale a pena conhecer os arredores e apreciar a arquitectura parisiense !,No aspect,None
Boa localização.,No aspect,None
Óptimos cafés e...,No aspect,None
"Hotel bem localizado, próximo a Times Square.",hotel,0
"Quarto grande e limpo, com roupas de cama razoáveis e toalhas de banho muito pequenas.",toalha,-1
"O Café da manhã salvou o hotel no meu ponto de vista, pois era muito bom, considerando o padrão americano.",café da manhã,1
Sentimos falta de um frigobar.,No aspect,None
"No banheiro também não tinha box, e sim um plástico por fora da banheira que contribuía para molhar todo o banheiro.",No aspect,None
Equipe do hotel não poderia ser mais antipática.,No aspect,None
"Excelente opção, pela localização, preço e pelo raro fato, em NY, de ser um hotel muito novo.",localização,1
"Excelente opção, pela localização, preço e pelo raro fato, em NY, de ser um hotel muito novo.",hotel,1
"Tivemos problemas na confirmação de nossa reserva, contornada após 20 minutos de debate com os gerentes.",gerente,1
"Por ter sido feita no mesmo dia, por telefone, não entendo como uma falta grave.",No aspect,None
Nosso maior problema foi má cobrança indevida de má diária que nos custou 3 meses de espera para o reembolso.,No aspect,None
"De toda forma, mantenho como minha primeira opção para o retorno a NY.",No aspect,None
"Fomos muito bem atendido na chegada disponibilizaram pessoa fluente em portugues(brasil) e fizeram as adequações necessarias, o quarto estava muito bem decorado e limpo dentro do esperado.",quarto,1
"a localização e perfeita proximo a tudo em new york,o cafe da manha tem um seu charme especial pela local onde é servido.",localização,1
Precisava de um hotel com quarto para acomodar um casal e duas crianças.,hotel,1
O pessoal da recepção é bastante solícito e guardou minhas compras da internet que chegaram antes do nosso check in.,recepção,1
A suite do San Carlos foi perfeita.,No aspect,None
Grande para os padrões de NY e a facilidade de poder fazer o café da manhã das crianças e ainda esquentar um leite antes de dormir foi muito bem vinda (tinha copinha com microondas).,No aspect,None
O hotel está todo com aspecto de reformado.,No aspect,None
"Neste hotel, ele fica em baixo da pia da cozinha, numa das portas.",hotel,1
Normalmente os cofres ficam dentro do armário.,No aspect,None
"Deixei o cofre aberto por engano, com 5 mil dolares em cash expostos.",No aspect,None
"Ao voltar, tive a grata supresa de encontra-los intactos.",No aspect,None
"Room Tip: Para quem vai com os filhos, melhor ficar na suite king conference",No aspect,None
Room Tip: Quanto mais alto melhor e com a vista para cidade.,cidade,0
Vegas tem vários hotéis bons mas o wynn é um caso aparte .,No aspect,None
"Com decoração extravagante, meio asiática , vermelho, ouro, luxo, tudo se encaixa e faz sentido.",No aspect,None
O fato de não ficar no meio da strip ajuda a afugentar a multidão que3 invade outros hotéis como o belagio.,No aspect,None
É um destino em si.,No aspect,None
"O lereve é irreal, inexplicável.",No aspect,None
O hotel possui uma otima localizaçao e é muito limpo.,hotel,0
Porem o elevador sempre pifava.,elevador,-1
Teve um dia que nao tinha agua quente pra tomar banho e era inverno.,No aspect,None
"O quarto é bem pequeno, como a maioria dos hoteis em Paris.",No aspect,None
O pessoal da recepçao nao é muito gentil nao.,No aspect,None
"O que compensou tudo isso foi a vista pra torre, sem palavras!",No aspect,None
Muito lindo!,No aspect,None
"Tem estaçao de metro, otimos restaurantes, mercado, farmacia bem pertinho.",No aspect,None
Custo beneficio vale a pena.,No aspect,None
"Compartilho com vocês a experiência que tive, estava em POA bem no dia que estava acontecendo um evento e vários hotéis lotados, com isso achei que o valor para a estrutura do hotel achei caro, pois o box do banheiro muito pequeno e quarto também.",hotel,0
"Compartilho com vocês a experiência que tive, estava em POA bem no dia que estava acontecendo um evento e vários hotéis lotados, com isso achei que o valor para a estrutura do hotel achei caro, pois o box do banheiro muito pequeno e quarto também.",quarto,-1
O que me surpreeendeu foi o pessoal do concierge que sempre conseguia reservar jantares em locais que já haviam esgotado as reservas.,jantar,0
Os quartos são espaçosos apesar de não gostar muito da decoração mas tudo muito limpo e organizado e sempre que saíamos quando voltavamos tudo já estava arrumado.,quarto,1
"A localização do Helmsley Park Lane é excelente, de frente para o Central Park.",No aspect,None
Fomos recepcionados com cocktail de boas vindas.,No aspect,None
Hotel excelente.,hotel,1
Ótimo atendimento de todos os funcionários e do Gerente Geral.,atendimento,1
Ótimo atendimento de todos os funcionários e do Gerente Geral.,funcionários,1
Ótimo atendimento de todos os funcionários e do Gerente Geral.,gerente,1
Excelente localização.,localização,1
"São muito gentis, atenciosos.",No aspect,None
Hotel muito confortável e agradável.,No aspect,None
"Quarto muito confortável, limpo e bem decorado e bem mobiliado.",No aspect,None
"Chagamos cedo, antes do horário do check-in e fomos imediatamente para o quarto reservado.",No aspect,None
"Fomos recebidos pelo Gerente Geral, muito atencioso e educado, sempre perguntando se estávamos bem.",No aspect,None
Recebemos um otimo atendimento de todos os funcionarios e dos donos que administram o hotel.,atendimento,1
Estive la por quatro diase indico a todos.,No aspect,None
"O hotel esta bem localizado em uma area muito tranquila e proxima dos pontos turisticos, com bons restaurantes e cafes proximos.",No aspect,None
Perto da estacao de metro.,No aspect,None
Penso em ficar no mesmo hotel todas as vezes que for em Paris.,No aspect,None
E um excelente custo-beneficio.,No aspect,None
Hotel simples e bem localizado.,hotel,1
Solicitamos mudança de quarto e fomos prontamente atendidos pelo pessoal da recepção.,recepção,1
"No primeiro dia, chegamos muito cedo do Porto ao hotel e tentamos dormir, contudo, havia uma obra que atrapalhava nosso sono.",No aspect,None
"O hotel fica muito próximo a duas estações da linha 6 do metro de Paris, sendo uma com três linhas, o que facilita muito a locomoção pela cidade.",No aspect,None
"A internet sem fio do hotel deixou a desejar, pois o sinal caía com frequencia.",No aspect,None
"A limpeza é péssima , nunca vi algo assim , comiamos frutas e a camareira não se dava ao trabalho de tirar o lixo que ficava no quarto , o espaço do quarto é terrivel , eu e meu marido jamais poderiamos circular juntos pelo quarto pois o espaço é tão pequeno que duas pessoa no mesmo ambiente definitivamnete não circulam.",limpeza,-1
"Mudamos para um quarto com sala , mas o espaço do quarto continuou o mesmo , minimo, e a limpeza ainda pior, definitivamamente não indicamos......",No aspect,None
"Me colocaram num quarto standard ao invés do executivo, o qual paguei por ele.",quarto,-1
"Elevador velho, banheiro do quarto horrível, quarto com infiltrações e insetos.",elevador,-1
Nao vale metade do preço.,preço,-1
"A justificativa é que como atrasado devido ao meu voo, colocaram outra pessoa... isso existe?!",No aspect,None
Desrespeito total ao consumidor.,No aspect,None
"Sem duvida alguma, um dos piores hotéis que já me hospedei.",No aspect,None
Cafe da manha com poucas opções e frio.,No aspect,None
Nao se hospedem neste local sem estrutura!,No aspect,None
"ótima localização, bem no meio da Strip.",localização,1
piscina animada.,piscina,1
ótimo custo benefício.,No aspect,None
"Os banheiros poderiam ser mais novos, mas atendem as expectativas.",No aspect,None
Fiquei na parte mais antiga.,No aspect,None
"só não gostei de uma coisa, na sexta-feira, meu último dia de estadia, eles fecharam a piscina as 16:00 para um evento particular ... não achei legal fechar a piscina tão cedo logo numa sexta-feira, mas no mais, foi tudo ótimo.",No aspect,None
O hotel é super luxuoso !!!! Muito lindo e tudo muito limpo !,hotel,1
A única coisa que não gostamos foi ter que pagar uma taxa de 15 dólares por dia por quarto .,quarto,1
Tem transfer para ir ao Cesar e ao Wynn de 15 em 15 min .,No aspect,None
"Com este valor , que é obrigatório esta tudo incluso como internet , academia , ...",No aspect,None
Mas ficamos chateados por não saber disto quando compramos.,No aspect,None
"E a localização que fica um pouco distante dos principais hotéis , mas nada que atrapalhe !",No aspect,None
"Hotel bem localizado, próximo ao central park, com estação de metro há 2 mim de caminhada.",hotel,1
"Os quartos e banheiro eram de tamanho razoável, com a cama bem confortável.",quarto,0
"Os quartos e banheiro eram de tamanho razoável, com a cama bem confortável.",cama,1
"Staffs muito simpáticos, principalmente Patrícia.",No aspect,None
Única ressalva fica por conta do ar condicionado que era barulhento e chegava a atrapalhar o sono.,No aspect,None
"Quarto espaçoso, cama super confortável, tudo novinho, muito limpo, banheiro grande (só aquela banheira q os americanos insistem em usar que poderia ser melhor)...",quarto,1
"Quarto espaçoso, cama super confortável, tudo novinho, muito limpo, banheiro grande (só aquela banheira q os americanos insistem em usar que poderia ser melhor)...",cama,1
"Quarto espaçoso, cama super confortável, tudo novinho, muito limpo, banheiro grande (só aquela banheira q os americanos insistem em usar que poderia ser melhor)...",banheira,-1
O cassino é muito legal e foi o único lugar onde conseguimos ganhar algum $$$ nas maquininhas!!!,cassino,1
EScolhemos o Tropicana após uma indicação através de um fórum da internet.,No aspect,None
Nos surpreendemos!!,No aspect,None
Voltaremos em outubro de 2011 e já reservamos lá novamente.,No aspect,None
"Bem localizado, acesso fácil a Broadway, Rockefeller Center e a Times Square, quartos limpos, café da manhã excelente com muita variedade e boas opções, os cookies disponibilizados no fim da tarde faziam a diferença, senti falta de uma lavanderia como existem em outros Hampton Inn.",quarto,1
"Bem localizado, acesso fácil a Broadway, Rockefeller Center e a Times Square, quartos limpos, café da manhã excelente com muita variedade e boas opções, os cookies disponibilizados no fim da tarde faziam a diferença, senti falta de uma lavanderia como existem em outros Hampton Inn.",café da manhã,1
"Bem localizado, acesso fácil a Broadway, Rockefeller Center e a Times Square, quartos limpos, café da manhã excelente com muita variedade e boas opções, os cookies disponibilizados no fim da tarde faziam a diferença, senti falta de uma lavanderia como existem em outros Hampton Inn.",lavanderia,0
Custo benefício ótimo,No aspect,None
"Na verdade o hotel tem excelente localização,o tratamento não difere dos outros hoteis da rede mas o quarto é minúsculo e o banheiro nem se fala e o pior é o ar condicionado que não funciona numa Paris já com termômetros em cerca de 28 - 30º, e a explicação que foi dada na recepção não convence ninguem.",hotel,1
"Na verdade o hotel tem excelente localização,o tratamento não difere dos outros hoteis da rede mas o quarto é minúsculo e o banheiro nem se fala e o pior é o ar condicionado que não funciona numa Paris já com termômetros em cerca de 28 - 30º, e a explicação que foi dada na recepção não convence ninguem.",localização,1
O hotel neste momento passou a 3 estrelas.,hotel,1
A sua localização é excelente (a apenas 15 minutos a pé da Torre Eiffel e a 10 minutos dos Invalides).,localização,1
"Os quartos, apesar de pequenos (como na maioria dos hotéis em Paris) estão renovados e limpos.",quarto,1
O pequeno almoço é continental.,No aspect,None
Room Tip: Quarto nº21,No aspect,None
Ficamos num quarto recentemente reformado.,quarto,1
"O elevador pode assustar quem Ã© claustrofÃ³bico, entÃ£o opte por andares mais baixos.",elevador,-1
"O quarto Ã© pequeno, mas dentro dos padrÃµes da Europa.",No aspect,None
HÃ¡ supermercados perto e vÃ¡rios restaurantes.,No aspect,None
Para quem estiver disposto a ficar em Montparnasse Ã© uma Ã³tima opÃ§Ã£o.,No aspect,None
O Aviatic é um hotel charmoso e muito funcional para quem Deseja conforto e agilidade.,hotel,1
O Aviatic é um hotel charmoso e muito funcional para quem Deseja conforto e agilidade.,conforto,1
Fica a 100 metros do Metro da Montparnase.,No aspect,None
Os brasileiros vão se sentir em casa pelo fato de alguns atendentes falarem português.,No aspect,None
O portugês Paulo é fantástico e sempre ajuda.,No aspect,None
Já em duas oportunidades não fique hospedado Aviatic e recomendo.,No aspect,None
"Hotel aconchegante, confortável e econômico.",hotel,1
Gostei da vizinhança e da visão para um parque.,parque,0
"Boa localização, perto da Times Square, 5a Avenida e da Broadway.",localização,1
Room Tip: Chuveiro duplo muito relaxante após um dia cansativo.,chuveiro,1
É possível conhecer grande parte dos pontos turísticos sem precisar de taxi.,No aspect,None
Indico.,No aspect,None
"O hotel é muito confortável, os funcionários são extremamente solícitos e simpáticos.",hotel,1
"O hotel é muito confortável, os funcionários são extremamente solícitos e simpáticos.",funcionários,1
"A localização é perfeita, próxima a Times Square, quase em frente da Public Library e do Bryant Park.",localização,1
"A única parte ruim é que o hotel não dispõe de frigobar nos quartos e também ão há café da manhã, mas isso é comum para NY.",frigobar,-1
"A única parte ruim é que o hotel não dispõe de frigobar nos quartos e também ão há café da manhã, mas isso é comum para NY.",quarto,-1
"A única parte ruim é que o hotel não dispõe de frigobar nos quartos e também ão há café da manhã, mas isso é comum para NY.",café da manhã,-1
Com certeza me hospedaria lá novamente!,No aspect,None
Fiquei agradavelmente surpreendido (americano é meio seco) mas todo o pessoal da recepção foi muito atencioso e simpatico.,recepção,1
"O toque especial foi o Cesar, recepcionista brasileiro que já está há dez anos em New York.",No aspect,None
". Como mineiro, sabe receber muito nem, e vai ajudar você em qualquer dificuldade, alem de dar dicas preciosas de como aproveitar melhor a estadia.",No aspect,None
Fiquei no Intercontinental e pretendo voltar sempre.,No aspect,None
Gostei muito.,No aspect,None
"Ótimo hotel, simplesmente maravilhoso!",hotel,1
"quarto limpo e organizado, serviço excelente.",quarto,1
"quarto limpo e organizado, serviço excelente.",serviço,1
"Tivemos um problema na chegada, o banheiro estava entupido, informamos a recepção do hotel que logo enviou um senhor multi uso, com um carrinho e radio comunicador....super equipado, em segundos resolveu nosso problema.",recepção,1
Estacionamento com valet cortesia.,No aspect,None
"Por não ter casino, o hotel se torna mais privativo e tranquilo.",No aspect,None
O hotel é charmoso e aconchegante.,hotel,1
Tem um ótimo café da manhã e um bom atendimento.,café da manhã,1
Tem um ótimo café da manhã e um bom atendimento.,atendimento,1
"A localização é perfeita, apenas uma quadra da Champs Elysses, sendo possível fazer todas as compras caminhando.",localização,1
Apenas os garçons do restaurante que se atrapalham qdo não falamos em francês.,No aspect,None
Do Arco do Triunfo a maravilhosa roda gigante tudo se torna perto.,No aspect,None
"Recomendo o hotel, nota 10!!!",No aspect,None
"maravilhoso ,um hotel fantástico e barato.",hotel,1
"tem uma piscina linda , só tenha cuidado que ele e tao grande que da para se perder ,tem duas torres parecidas e é muito fácil se atrapalhar,porem e um hotel para ir uma vez na vida ou milhares de vezes ,pois vc não pode morrer antes de estar em Venetian  Room Tip: lindo ,limpo e grande",piscina,1
"quartos grandes ,da para umas 6 pessoas,muito limpo,aconchegante e maravilhoso.",No aspect,None
"Hotel simples, quarto beeem pequeno, banheiro idem (com chuveiro quase em cima do vaso sanitário, sem box), limpo, ar condicionado split, ótimo pra quem precisa dar voltas no centro de POA, e dormir.",hotel,1
"Hotel simples, quarto beeem pequeno, banheiro idem (com chuveiro quase em cima do vaso sanitário, sem box), limpo, ar condicionado split, ótimo pra quem precisa dar voltas no centro de POA, e dormir.",quarto,-1
"Hotel simples, quarto beeem pequeno, banheiro idem (com chuveiro quase em cima do vaso sanitário, sem box), limpo, ar condicionado split, ótimo pra quem precisa dar voltas no centro de POA, e dormir.",chuveiro,-1
"Cama bem macia, quarto bem silencioso.",No aspect,None
Sem frescura.,No aspect,None
"Obs:. Diária individual R$ 100,00.",No aspect,None
"Um Hotel charmoso e elegante, bem parisiense!!!!!.",hotel,1
"Meu marido e eu passamos nosso aniversário de casamento, em Paris, cidade que adoro e acho muito romantica.",cidade,1
Perfeita para uma comemoração a dois.,No aspect,None
"Para mim, que conheço muito esta cidade linda, jantar e sair a pé, admirando os monumentos iluminados, a Tour Eiffel, deslumbrante, o Arco do Triunfo, é uma das melhores experiencias da minha vida.",No aspect,None
"Hotel com portaria 24 horas, wifi grátis e boa, eu por exemplo usei o skype sem problemas.",hotel,1
"A melhor qualidade do hotel é a limpeza, excelente.",limpeza,1
"Tem cofre no quarto, o que é muito bom para deixar dinheiro e documentos.",No aspect,None
"Ele fica a 13 minutos de duas estações, Convention e Plaisance do metro.",No aspect,None
Tem maravilhosas docerias e padarias além dos cafés.,No aspect,None
Perto da estacao Convention tem um McDonalds e KFC.,No aspect,None
A única coisa é que falta um frigobar no quarto.,No aspect,None
"Prédio típico parisiense, traz um aspecto de velho, mas não tivemos problema com a limpeza.",limpeza,1
O melhor desse hotel é sua perfeita localização!,localização,1
"Há escada e elevador para quem precisa ir até o último andar, acho que ao todo são 5.",No aspect,None
"O quarto é pequeno, mas ok.",No aspect,None
"Há cama de casal, ar condicionado, televisão e frigobar.",No aspect,None
"O banheiro é ótimo, há chuveiro e há limpeza frequente.",No aspect,None
O staff é simpático e atencioso.,No aspect,None
"O café da manhã é pago, por isso não provamos.",No aspect,None
Vale muito a pena!,No aspect,None
Atendimento do staff muito atencioso.,atendimento,1
Ao fazer a reserva pedi quarto com vista.,quarto,1
O café da manhã não era dos melhores e era caro.,café da manhã,-1
Senti falta de um spa no hotel.,hotel,1
Perto de tudo.,No aspect,None
"Destaco a delicadeza e eficiência das funcionárias Run Run, Rita (que falava português) e Carolina (uma brasileira muito gentil do restaurante), Confortável.",No aspect,None
"Ficamos em um quarto no 27 andar, muito amplo, mas a vista não era ampla, víamos apenas outros prédios, que não chegavam a devassar o quarto.",No aspect,None
"Estive neste hotel por 2 dias fazendo um curso pela minha empresa, deram uma lista de hotéis e acabei escolhendo este pela localização, mas acabei me arrependendo muito desta escolha.",hotel,0
"Estive neste hotel por 2 dias fazendo um curso pela minha empresa, deram uma lista de hotéis e acabei escolhendo este pela localização, mas acabei me arrependendo muito desta escolha.",localização,0
"O quarto era muito ruim, eu entrava de lado (não sou gordo), para entrar no box do banheiro também precisava malabarismo, sem contar um objeto pontiagudo que exite no chão para a porta do box não bater, que pode ocasionar acidentes.",quarto,-1
O atendimento também foi ruim e o café não chega nem perto ao de outros hotéis da região em que já me hospedei.,atendimento,-1
"Como dica, fica a de que virando a esquina existe um hotel muito melhor pelos mesmos preços praticados neste.",preço,0
Reformado o hotel está ainda melhor.,hotel,1
Bom preço (quando se pensa em Manhatan).,preço,1
"Bem localizado, próximo a Macys, Empire States Building, Madiso Square Gardem, Pen Satation e a nove quadras de Times Square.",No aspect,None
Com empregados eficientes e um ótimo restaurante onde é possível experimentar o famoso New York Steak.,No aspect,None
"Fica do outro lado do Museu do Louvre ,perto de excelentes restaurantes,conveniencias e mercados .",museu,1
Café da manhã excepcional .,café da manhã,1
"Caso você procure um hotel localizado em Paris este é o endereço,sempre que vamos a Paris ficamos neste hotel.",No aspect,None
Metro a 200 metros do hotel.,No aspect,None
"Unico detalhe negativo do hotel são os quartos que são pequenos ,mas isto tiramos de letra pois quando se esta em Paris quase não se fica no hotel.",No aspect,None
A localização é ótima e o hotel é muito bem conservado.,localização,1
A localização é ótima e o hotel é muito bem conservado.,hotel,1
"No último dia, ela deixou uma toalha de banho manchada no quarto.",toalha,-1
O único aspecto a citar foi a limpeza do quarto.,No aspect,None
A camareira não arrumava a cama direito e não fazia a reposição dos artigos de banheiro.,No aspect,None
"Toda vez que chegávamos, tarde da noite, tínhamos que solicitar na recepção sabonetes para tomar banho.",No aspect,None
"Entretanto, os problemas foram sempre resolvidos com a recepção, que se mostrou muito gentil e prestativa.",No aspect,None
Recomendaria esse hotel.,No aspect,None
O hotel possui diversas atrações como quase todos os de Las Vegas.,hotel,1
"Bons restaurantes, Cassino Spa e excelentes apartamentos,que são novos e muito bem equipados.",No aspect,None
"A localização embora não seja a melhor (particularmente prefiro estar próximo à Blvd Las Vegas, onde estão concentradas a grande maioria das atrações)...",No aspect,None
"Room Tip: É melhor conseguir os apartamentos até no máximo o trigésimo sexto, nesta caso, todos os elevadores...",No aspect,None
"Quando estive no Hotel estava em reforma, minha experiência não foi muito boa.",hotel,-1
"Mas hotel é muito bem localizado, ótimo para quem está indo a cidade a negócios.",cidade,0
O cheio de mofo é horrível.,No aspect,None
"Para quem deseja sair a noite, não é uma boa opção, região deserta.",No aspect,None
"Suites, cassinos, bares, restaurantes, shows, lojas, funcionários, etc, etc..., é um luxo só.",lojas,1
"Suites, cassinos, bares, restaurantes, shows, lojas, funcionários, etc, etc..., é um luxo só.",funcionários,1
Room Tip: Neste hotel todos são bons.,hotel,1
Estive a negócio para visitar 6 dias de uma feira de maquinas para concreto.,No aspect,None
"Adivinhe, só fui 2 vezes.",No aspect,None
"O Wynn-Encore não me deixava sair, era impossível.",No aspect,None
Tudo novo e de bom.,No aspect,None
"Já estou preparando meu retorno, em breve.",No aspect,None
Para mim é o melhor de Las Vegas.,No aspect,None
Elvio.,No aspect,None
Os de nºs pares tem vista um pouco melhor.,No aspect,None
Na hora de escolher tem para...,No aspect,None
"Hotel localizado no centro de Porto Alegre, a 15 min do aeroporto.",hotel,0
"Hotel localizado no centro de Porto Alegre, a 15 min do aeroporto.",aeroporto,0
"Os quartos são pequenos, porém limpos e muito aconchegantes.",quarto,1
O wifi é de qualidade e o café da manhã possui guloseimas características do Sul.,café da manhã,0
"De lá você consegue ir a pé até o Mercado Público, atração turística de Poa, vale a pena, passeio imperdível.",No aspect,None
Levando em consideração o custo benefício...recomendo!!,No aspect,None
quarto razoável ma so preco nao condis com o serviço prestado.,quarto,1
quarto razoável ma so preco nao condis com o serviço prestado.,serviço,0
nao fui avisado sobre taxa de garagem.,garagem,0
horel em reforma.,No aspect,None
15 reais para guardar o carro.,No aspect,None
cafe da manha razoavel.,No aspect,None
ar condicionado miito barulhento.,No aspect,None
"Muito legal, quartos grandes e sempre estavam organizados qdo voltavamos.",quarto,1
"Todos tem carpete, nao gosto muito mas enfim... sobrevivi.",carpete,0
"Procure a caça niquel do Magico de Oz, eh muiiiiiiiito bom e divertido.",No aspect,None
Ganhei o suficiente pra pagar minha estadia em Vegas.,No aspect,None
"A localizacao eh otima, vc pode sair a noite a pé sem medo.",No aspect,None
O hotel é bem estruturado e possui um shopping enorme e bons restaurantes.,hotel,1
O hotel é bem estruturado e possui um shopping enorme e bons restaurantes.,shopping,1
"A localização é ótima, pois fica no meio da Strip.",localização,1
O serviço de quarto deixa um pouco a desejar.,serviço de quarto,-1
"O pessoal do Concierge é muito atencioso, mas, infelizmente, nem todos os atendentes do Front Desk o são.",No aspect,None
Eles demoram a arrumar os quartos e não são muito sorridentes.,No aspect,None
"O quarto é muito bom e bem equipado, mas tudo o que você usa é cobrado (ex.: rede wireless e cafeteira).",No aspect,None
A limpeza deixa um pouco a desejar.,limpeza,-1
Os secadores de cabelo são arcaicos.,secador,-1
Por 2 vezes tive que solicitar a retirada de embrulhos vazios.,No aspect,None
O minibar não estava funcionando e não faziam a reposição dos produtos consumidos.,No aspect,None
"Os banheiros, que são lindos, poderiam ter pisos aquecidos ou secadores de toalhas pois são gelados no inverno.",No aspect,None
"Me hospedei no hotel em Janeiro 2013 durante uma semana, e gostei muito!",hotel,1
"ótima localização, muito perto do metro, e muitos restaurantes na região.",localização,1
O atendimento tambem foi muito simpático.,atendimento,1
"O único ponto negativo é o elevador, que é muito pequeno e mal cabe duas pessoas com as malas juntas.",elevador,-1
"Para os padrões de Paris, o quarto e o banheiro era fantástico, bem espaçoso.",No aspect,None
Room Tip: Os quartos com banheira possuem banheiros mais espaçosos.,No aspect,None
"Chegamos no hotel e a recepcionista nos recebeu pelo nome sem antes perguntar, o atendimento até parece que você não está em Paris onde na maioria dos lugares você é muito mal atendido!",hotel,1
"Chegamos no hotel e a recepcionista nos recebeu pelo nome sem antes perguntar, o atendimento até parece que você não está em Paris onde na maioria dos lugares você é muito mal atendido!",atendimento,1
"Fomos com nossa filha de 5 meses e por estarmos com uma criança, o hotel nos colocou num quarto superior ao que havíamos reservado.. SEM CUSTOS EXTRAS.. apenas para que ficássemos mais confortáveis!!",quarto,1
"O hotel é perfeito para casais, muito estiloso, charmoso e super bem posicionado na cidade!!",No aspect,None
PERFEITO!!,No aspect,None
"Hotel 4 estrelas bem confortavel proximo a Champs Elysees e a duas quadras da estação de metro e a otimos restaurantes,raramente tive que recorrer a taxi para visitar pontos turisticos.",hotel,1
O quarto com decoração classica nos agradou bastante.,quarto,1
Staffs atenciosos sempre dispostos a atender qualquer solicitação.,No aspect,None
Recomendo!!,No aspect,None
"Excelente equipe de funcionários, simpáticos e solícitos; café da manhã muito satisfatório;",funcionários,1
"Excelente equipe de funcionários, simpáticos e solícitos; café da manhã muito satisfatório;",café da manhã,1
Localização não podia ser melhor..melhores monumentos a poucos metros...perfeito!,localização,1
"Estive hospedada no M.Saint Germain em agosto de 2011, adorei, voltei em agosto de 2012, continuei adorando, e estarei lá em agosto de 2013.",No aspect,None
"Consegui, inclusive, ficar no mesmo quarto que havia me hospedado no ano anterior...gentileza de Mousier Ives.",No aspect,None
O hotel é simples.,hotel,1
"Serviço de quarto não vale a pena, os pratos são congelados e pouco saborosos.",serviço,-1
"Serviço de quarto não vale a pena, os pratos são congelados e pouco saborosos.",serviço de quarto,-1
Bom para curtas estadias.,No aspect,None
Alguns restaurantes próximos com melhor custo benefício.,No aspect,None
Sempre fui bem atendido aqui.,No aspect,None
"Quarto espaçoso, cama ótima e excelente localização!",cama,1
"Quarto espaçoso, cama ótima e excelente localização!",localização,1
Restaurantes próximo e bem perto de todos os espetáculos.,No aspect,None
O metro tb esta ligando a tudo que vc precisa!,No aspect,None
O único porém é que vc nao pode usar o frigobar para colocar suas coisas.,No aspect,None
Precisa solicitar outro e pagar 25 dólares.,No aspect,None
"Durante a semana que ficamos só era arrumada a cama e banheiro, nao passaram o aspirador no quarto pq ficavam coisas no carpet que nao eram limpas....",No aspect,None
"Quarto bem pequeno, não mandaram cama extra para nossa filha (e mesmo assim ñ caberia).",quarto,-1
"Quarto bem pequeno, não mandaram cama extra para nossa filha (e mesmo assim ñ caberia).",cama,-1
"Localização boa (perto dele tem supermercado, farmácia, lavanderia e estação de metrô).",localização,1
"Localização boa (perto dele tem supermercado, farmácia, lavanderia e estação de metrô).",farmácia,0
"Localização boa (perto dele tem supermercado, farmácia, lavanderia e estação de metrô).",lavanderia,1
"O sabonete líquido (e shampoo) do banheiro totalmente sujo, uma porcaria.",No aspect,None
Compramos um sabonete em barra no supermercado e ficamos usando.,No aspect,None
Achei o quarto muito ruim!,No aspect,None
"O hotel é padrão Ibis, sem luxos, o banheiro é super pequeno, mas é limpo e a cama é super confortável.",hotel,1
"O hotel é padrão Ibis, sem luxos, o banheiro é super pequeno, mas é limpo e a cama é super confortável.",padrão,1
"O hotel é padrão Ibis, sem luxos, o banheiro é super pequeno, mas é limpo e a cama é super confortável.",cama,1
"A localização é muito boa, bem próximo ao metrô Cambronne, linha 1.",localização,1
"Super recomendo o hotel e o café da manhã é farto, com muitas opções de pães e queijos.",café da manhã,1
"Nós ainda demos a sorte de termos vista para a Torre, foi muito legal!!",No aspect,None
Room Tip: peça com vista para a Torre,No aspect,None
"Gostei muito do hotel, o apartamento tem um tamanho bom, nao tem frigo bar mas tem maquinas de bebibas e salgadinhos em todos os andares.",hotel,1
"Gostei de jogar poker no seu cassino, onde nao tinha aqueles turistas doidos, ^baralhoes^...",cassino,1
"Foi todo reformado e o tanque com tubaroes, conjugado a piscina, e um atrativo a mais.",No aspect,None
