inputs;aspects;start_position;end_position
Após termos passado por uma situação de overbooking, colocaram-nos neste hotel.  Apesar dos recepcionistas serem atenciosos, o hotel é muito mau. A única vantagem é a localização e o facto de oferecerem sandes para o almoço.  A casa de banho era minúscula, não tinha gel de banho nem champô, as camas estavam com cabelos, inclusive os copos da casa de banho. O pequeno-almoço não tinha praticamente nada e demoraram muito tempo a repor o leite e o café.;hotel;73;78
O quarto era antigo, apesar de ter um bom tamanho. Tinha um cheiro estranho. Banheiro espaçoso, porém um pouco velho. Não tinha chuveiro, mas uma banheira com uma ducha de mão. A limpeza não era boa. Não comprei o café da manhã, então não posso opinar sobre. A localização é boa, bem próximo ao metrô. Bem em frente ao hotel tem um restaurante libanês (Assanabel) ótimo.;café da manhã;214;227
Queríamos fazer uma viagem econômica, porém confortável.  Uma viagem curta que durou apenas uma semana.  Escolhemos o hotel pela internet.  Reservamos, chegamos e encontramos tudo certo como combinamos.  O hotel tem ótima localização,é limpo, bastante silencioso, muito charmoso.  A decoração é de bom gosto.  Qualquer locomoção é fácil, há orientação clara do hotel e os empregados  são muito prestativos e gentis.;hotel;118;123
O hotel é bom, limpo, com serviço bacana , internet grátis, mas a localização não é muito boa. No entanto, ele está de frente para a estação de metrô Quai de la Gare e a poucos metros de um mercadinho e de uma padaria, onde se pode tomar café da manhã (o do hotel é pago e achei caro para o que se tinha).  O quarto é bom, banheiro um pouco apertado, mas tudo bem limpo e organizado. A equipe do hotel foi solícita e atenciosa. Recomendo.;hotel;2;7
Fiquei muito satisfeita com o hotel. A localização e perfeita, café da manha bom, internet no quarto o que e um diferencial em NY, chegamos bem antes do horário do check in e nos deixaram ir para o quarto. Pra quem vai para NY para passear bastante e só vai usar o quarto para descanso e perfeito. Com certeza me hospedaria novamente.;hotel;30;35
Gostei muito sa localização deste hotel e os funcionários da recepção excelentes    Ocasionalmente havia obras mesmo na frente do hotel o que fez com que não descansassemos devido ao ruido mas como eles disseram para o ano já o problema não volta a acontecer    O duche era um pouco fraco mas tudo o resto é muito bom    Voltaremos;hotel;34;39
O quarto era bom, espaçoso e limpo. O cassino e shows são bem agitados, mas não já nenhum tipo de ruído no quarto, que possa atrapalhar o sono. So que e muito grande! Se você esquecer algo no quarto, leva um bom tempo para voltar buscar. Garagem grátis. Check out Express, mto bom. Boa localização, custo beneficio Vale a pena.;localização;286;297
Localização excelente, atendimento e serviços de um cinco estrelas. Não tenho nada a me queixar do hotel. Fui com minha esposa e filho, o quarto era amplo, cama de casal e cama extra, banheiro com um box e mais uma banheira, closet, sofá e poltrona. Quarto reformado, já que o hotel parece ser tão antigo quanto o Louvre. Café da manhã de primeira. Realmente recomendo e pretendo ficar lá da próxima vez.;atendimento;23;34
Já Adianto que fiquei hospedado muitas vezes neste hotel. Eu diria que o melhor é a localização. Pois, fica bem no centro de Porto Alegre. Quanto ao restante já posso dizer que seria apenas um dormitório. Quartos básicos sem nenhuma sofisticação. Banheiros pequenos com box da ducha minúsculos. A lavanderia cumpre seu papel atendendo aos prazos de devolução das roupas. O serviço de quarto deixa a desejar. O atendimento também não é dos melhores. Nunca utilizei o estacionamento. A sinalização de emergência é bem visível, ao menos nos andares onde fiquei. A internet funciona. O café da manhã é simples. Há carpete nos corredores, mas, após a reforma os quartos estão livres. Acho que deveria haver disponibilidade de chimarrão ao se tratar de um hotel na capital gaúcha.;internet;561;569
para brasileiros:    para brasileiros este hotel é excelente, é exatamente ao lado da loja century 21 e a um quarteirão da J&R. perfeito para as compras.     O quarto é amplo e conforável, com boa cama e banheiro. a tv tb é grande.  o ponto negativo são os elevadores, dois estragaram no dia de ir embora e tivemos que esperar por mais de uma hora para descer com as malas.    quanto ao fato de estar em frente a obra do wtc, tem que estar ciente disto antes de reservar;elevador;257;265
Fim do ano em Vegas os preços dos hotéis ficam muito caros, e neste hotel os preços eram muito baratos. É realmente longe da agitação da Strip, e precisa de carro para se hospedar por lá, mas o atendimento foi fantástico do início ao fim.  O quarto era enorme, muito limpo, bonito, com internet gratuita nos quartos sem precisar pagar por resort fee.  Um dos melhores hoteis que fiquei em Vegas.;internet;286;294
Excelente este hotel. Ficamos em um amplo quarto com banheiro grande e banheira (limpa). Aparência de novo e bem cuidado. Limpeza impecável. Amáveis cortesias: uma garrafinha de água diariamente, aparelho e ingredientes para fazer café e chá no quarto. E, para finalizar um excelente café da manhã. Ganha de muito hotel cinco estrela no Brasil.   A localização é perfeita para que vai utilizar o metro. Amei!!! Volto com certeza!!!;hotel;15;20
Recomendo fortemente!!!Hotel muito bem localizado no centro da Strip, com quartos perfeitos e sempre muito limpos. Tudo perfeito ja fiquei duas vezes la e ficaria sempre que necessario!! Hotel eh bem grande e tem varios elevadores, local otimo e agradavel para se passear com a familia e amigo!! Recomendo a boite TAO tambem, que é loucura demais.;hotel;23;28
Excelente hotel, atendimento, localização, café da manhã e acomodações de primeira!  Chegamos de manhã e pedimos só para deixar as malas, o atendente conseguiu já nos colocar no quarto com café da manhã na faixa!  Me senti em casa rs ... recomendo muito!!!  Room Tip: Passamos um fim de semana em dois casais em um quarto quadruplo (duas camas de casal). Claro que f...;casal;347;352
Fiquei hospedada nesse hotel em minha viagem a Paris. Atendimento maravilhoso, ótimo café da manhã. Minha estadia foi perfeita. Localização privilegiada! Minha gratidão a Angela, recepcionista, que nos atendeu maravilhosamente bem...Só tenho elogios ao hotel e ao atendimento.  Recomendo a todos!!!  Parabéns...e estarei de volta ai em breve!!!  Abs,    Sandra Parro  Room Tip: Meu quarto foi o confort twin;hotel;23;28
Excelente hotel, um dos mais bonitos de Las Vegas. Melhor localização da Strip. Quartos standards muito amplos, limpos e luxuosos.  Preços incríveis para um hotel de 5 estrelas!  Minhas únicas queixas se referem as diárias não incluírem café da manhã, a internet custa caro e o Staff não é dos mais atenciosos.  Recomendo a estadia !;hotel;10;15
Ótimo Hotel com quartos impecáveis. Atendimento excelente, preço justo, sem contar com a ótima localização em Nova York. Tem vários cafés nas redondezas, o metrô não é longe e fica colado na Times Square, porém longe da bagunça e barulho. A cama é ótima...até estranhei a cama de casa quando voltei....kkkkkk. Recomendo a todos.....;cama;241;245
Um hotel perfeito pra quem quer curtir um romance, ficar perto de tudo e ainda ter uma vista perfeita da torre Eiffel.  A localização é OTIMA, o pessoal super atencioso e a vista a janela PERFEITA!  O unico problema é que o quarto é um pouco pequeno, mas por ser em Paris isso é perfeitamente normal.  Estadia MARAVILHOSA!;quarto;224;230
Ótimo hotel, localização privilegiada, o bairro de Upper East Side, é ideal para quem quer curtir a agitação da cidade e mesmo assim ficar em um local tranquilo. As instalações do hotel são muito boas, os quartos limpos e bem cuidados, tudo de primeira. A recepção é impecável, todos sempre solícitos, e prontos para ajudar. Nem mesmo o fato do hotel aceitar animais desabona algo é tudo muito organizado. Recomendo 100% este hotel, tanto para famílias quanto para grupos de amigos.;instalações;165;176
Apesar de não possuir o glamur da maioria dos hotéis da Strip, o Tropicana é um hotel muito bom. Quartos espaçosos, cama confortável. Tudo tem aparência de novo. A piscina é muito boa também. Fica ainda em um cruzamento da Strip com a Tropicana Av. em frente ao MGM, ao Excalibur e perto do N York. Em síntese, o preço é justo pelo que oferece.;piscina;164;171
Fiquei hospedada nesse hotel em minha viagem a Paris. Atendimento maravilhoso, ótimo café da manhã. Minha estadia foi perfeita. Localização privilegiada! Minha gratidão a Angela, recepcionista, que nos atendeu maravilhosamente bem...Só tenho elogios ao hotel e ao atendimento.  Recomendo a todos!!!  Parabéns...e estarei de volta ai em breve!!!  Abs,    Sandra Parro  Room Tip: Meu quarto foi o confort twin;café da manhã;85;98
Hotel instalado em edifício antigo. O quarto que usei tinha acabamentos bastante antigos, mas a cama era bastante confortável, e como era na parte mais aos fundos do hotel, era silencioso. Os corredores dão uma sensação meio fúnebre, por não ter muita iluminação.O acesso é fácil, fica numa ótima localização, perto da Praça da Alfândega e centro histórico da da cidade. O atendimento é bom. O café-da-manhã não tem muita variedade.;cidade;363;369
É uma boa relação custo-benefício ficar no Juliz. Os quartos não são dos melhores, mas dá para ter uma razoável noite de sono, ainda mais para quem, como eu, ficou somente uma diária. Ponto positivo para a rede Wi-Fi, que funciona perfeitamente.A recepção fechar a noite é um ponto negativo.;quarto;53;59
Hotel super bem localizado no Fashion district.  Apartamentos pequenos, mas camas super confortáveis e chuveiro muito bom!  Café da manhã com boa variedade. No café, os funcionários da cozinha, dão garrafas de água para os hospedes levarem para o quarto. Além de na saída do mesmo ter um funcionário do hotel lhe desejando um ótimo dia e uma caixinha de balinhas de menta.  Café, chá, chocolate quente 24h a disposição no lobby. ( free ).  Internet gratuíta.  Recomendo!;café da manhã;124;137
Se você precisa de um lugar perto da rodoviária, para passar pouquíssimo tempo, ainda assim eu indicaria outro hotel. Óbvio que eu não esperava um 5 estrelas (pelo site e pelo preço da tarifa dá pra saber), mas mesmo assim achei que a estrutura seria melhor e que seria mais limpo.Quarto antigo, banheiro péssimo. Eu acho que os únicos pontos positivos foram a proximidade com a rodoviária e um bom atendimento na recepção.;quarto;281;287
O hotel é muito luxuoso, o staff super atencioso e a localização não poderia ser melhor. Nosso quarto tinha uma vista maravilhosa para a Catedral de Saint Patrick. Há um único inconveniente: o frigobar possui sensores para cobrar automaticamente o consumo, então não se pode tocar em nada que não se consuma!!;quarto;95;101
Hotel imundo quarto ridiculamente pequeno e imundo² os pedreiros eram barulhentos e faziam algazarra o tempo inteiro LIXO EM BAIXO DA CAMA (RESTOS DE PÃO E BISCOITO) Banheiro imundo, vista ridícula... Talvez a única coisa que salve são os recepcionistas. Para um estabelecimento pífio desse laia, os preços cobrados se tornam uma fortuna, um barato que sai caro.. deveria ser cobrado no máximo R$ 10,00 pois até Motéis Baratos são mais confortáveis, menos sujos e menos feios. Não fiquei nem 3 horas hospedado naquela espelunca, graças a deus achei um hotel descente. bonito, confortável e com um preço HONESTO. Pagar 89/109 reais numa porcaria daquela? Economize o seu dinheiro e vá para um motel, durma no carro ou mesmo, se estiver duro, durma na praça, pois, com certeza a relação custo-benefício será mais honesta e fidedigna.;hotel;0;5
"Esse é um hotel onde vc pode usar todos os benefícios. A segurança não apenas no hotel, mas nas imediações, por conta do prédio das Nações Unidas, é perfeita; o hotel oferece todo o conforto de um grande estabelecimento; o atendimento é primoroso; e fica numa área onde é fácil conseguir bares e restaurantes.  Room Tip: Como o hotel começa no 28º andar, todos os quartos apresentam sempre uma bela visão de NY.";atendimento;223;234
É necessário verificarem as sanitas, pois um dos quartos tinha uma sanita cujo rebordo magoava sendo passível de causar ferimentos. Àparte esta situação, recomendamos este hotel. O atendimento é muito bom, bem como a nível de informações e limpeza. Os quartos são grandes e muito bem equipados. A nível de pequeno almoço também o consideramos muito bom, tendo bastante variedade de escolha.;limpeza;240;247
O check in e a estadia foram boas, assim como a localização do hotel, mas no check out tive problemas com o atendente que se negou a aceitar o voucher A-club da rede Accor e dificultou a comunicação, sendo necessário a intervenção de outro funcionário para solucionar a questão, isto nos causou um desgaste desnecessário.;localização;48;59
Não ligo tanto para luxo, no entanto já fui a hostels fuleiros que eram melhores que o hotel. A parte interna da portaria você vê e até pensa que é um hotel razoavel, mas o banheiro é deplorável. O quarto tem um aspecto de bem velho também, ficando com receio se a higiene do local é feita devido ao descuido com essas outras coisas. Os funcionários são atenciosos, mas realmente o hotel é bem fraco. Não volto, pois o preço nao é tão mais barato que os demais. Localização ok.;funcionários;337;349
Na verdade o hotel tem excelente localização,o tratamento não difere dos outros hoteis da rede mas o quarto é minúsculo e o banheiro nem se fala e o pior é o ar condicionado que não funciona numa Paris já com termômetros em cerca de 28 - 30º, e a explicação que foi dada na recepção não convence ninguem.;hotel;13;18
O hotel é bem localizado e seu staff é atencioso e prestativo. As instalações são muito apertadas e apresentam decoração antiquada e desgastada pelo tempo e pelo uso. A recepção é pequena e desconfortável. Nos quartos, mal há espaço para acomodar malas e objetos pessoais. O restaurante não oferece espaço para as pessoas circularem com conforto durante o café-da-manhã.;recepção;169;177
É um hotel pequeno, organizado, agradável e muito limpo. A equipe do hotel é gentil, educada e calorosa. Quanto à localização, o bairro dispõe de transporte, supermercados, restaurantes e laundromats. o café da manhã é simples mas muito gostoso, com pães de primeira linha. Não tenho nada a reclamar, fomos muito bem atendidas.;localização;114;125
Hotel maravilhoso, atendimento impecável, localização incrível, quartos aconchegantes de primeira categoria. Apenas os serviços e bebidas e café da manha sao fora do padrão, qualquer coquetel no mínimo 20 dólares, mas Vale muito a pena ficar nele e consumir em outros locais pois ny tem muita opção boa .;atendimento;19;30
Bem localizado no centro da cidade baixa, proximo de supermercado, shopping e lojas... Apesar da estrutura estar em obras, ofereceu bom atendimento.. possui ponto de taxi próximo e a estrutura física do hotel está em reforma.... só não tinha elevador, pois está em manutenção. apesar dos contra tempos, apresenta custo beneficio ótimo.. .;centro da cidade;18;34
Hotel pequeno, sem serviço de quarto, recepção ruim. quarto pequeno, antigo. Ar condicionado caído aos pedaços, banheiro com porta de PVC sem ducha higiênica, toalhas velhas e utensílios de banho horríveis. Acesso aos quartos por escadas. Porta com fechadura à chave. Café da manhã compartilhado com o Hotel Expresso, horrível.;toalha;159;165
Instalações excelentes, funcionários super educados e muita tranqüilidade! Para quem quer evitar filas gigantescas de check in, demora na espera de taxi e aquela doideira toda da strip, esse é o melhor hotel! Com menos de 10 dólares você chega em qualquer hotel badalado da strip! Fora o quarto que é enorme, na verdade um flat!;hotel;202;207
Fica a uma quadra da entrada da Disney. Dos andares altos, se vê os fogos da Disney, às 9 da noite. Não tem café na diária, mas tem pizza Hut express no 3 andar, que serve, pagando, café, almoço e janta. Self e Vallet tem o mesmo valor, o que faz diferença, pois as vezes não tem vaga. Quartos bons, duas camas queen. Preço é alto, 199,00 a diária.  Room Tip: Apartamentos da dezena 30. (437, por exemplo). São os de melhor visão dos fogos.;apartamento;360;371
Estivemos cinco dias neste Hotel com um casal amigo nosso, e nós os 4 adoramos. Ficamos no 407 e 507 que sao virados para o inetrior. Não tinhamos vista mas era muito tranquilo. Não se ouvia barulho vindo da rua. Estava bastante frio, mas o ar condicionado do quarto era excelente. O serviço de limpeza era muito bom, como todo o pessoal do hotel... Funcionarios amaveis e prestaveis. Simplismente Adoramos.  Room Tip: Os quartos acabados em 07 ficam para o interior o que é mais sucegado....;limpeza;295;302
Hotel aconchegante, perto do metro Saint Placide e também de bons bistrôs para uma refeição. O quarto standard é pequeno mas com decoração de bom gosto e muito limpo. Quartos à prova de som. Serviço de café da manhã e recepção excelentes. Solicitei na reserva um apto com ar condicionado (nem todos os quartos possuem) e fui atendida sem surpresas. Recomendo !!;hotel;0;5
Hotel fantástico, bem localizado, limpo, lindo, quarto, cama, banheiro gigantes, maravilhosa a vista do hotel para Strip, piscina maravilhosa com cascata, shows com golfinhos, tigres,,,mulheres rsrs, drinks inesquecíveis... impossível não comparar com os outros hotéis... Super recomendado!!!  Room Tip: Escolha um com cama King, com vista para a Strip!;piscina;122;129
Hotel bem localizado ao lado do metrô, varios restaurantes ao lado, super mercado, zara, HM , uma padaria sensacional ao lado,, um café muito legal em frente ao hotel, farmácia. enfim maravilhoso e o preço muito justo.  Room Tip: os apartamentos são um pouco pequenos, portanto aconselho a não levar malas muito grandes;preço;200;205
O hotel segue o padrão Ibis, por isso é uma escolha segura, ainda mais em Paris, famosa por hotéis velhos e caros.    Quartos novos e limpos, apesar de pequenos. A área do chuveiro é especialmente pequena, mas depois do segundo banho, se pega a prática.    O atendimento foi um pouco confuso, mas bastante atencioso e simpático.     O café da manhã era caro pro que era oferecido: pão, queijo, presunto, café, leite, chá, frutas em calda e iogurtes por € 9. Não valia a pena e acabamos comendo quase todos os dias na boulangerie em frente ao hotel. Só comemos no hotel no dia em que chegamos e no dia em que fomos embora, por comodidade.    Apesar de o hotel não ficar no centro de Paris, é muito fácil de circular na cidade a partir de lá, por conta do metrô. Nos arredores do hotel há pontos de ônibus, de táxi, pequenos restaurantes, padarias, supermercados, cabines telefônicas, bancos, lavanderias, todos os serviços que facilitam muito a vida do hóspede.;cidade;718;724
O hotel segue corretamente os padrões do Mercure o que significa ser bom. Excelente localização, isolamento acústico muito bom. A funcionária que me recebeu na recepção visivelmente não gosta de brasileiros o que causou uma impressão ruim. Os quartos são pequenos e quase não tem espaço para as malas.;recepção;160;168
Hotel com fornecimento honesto,bom serviço e excelente cama e travesseiros e limpeza da roupa de cama. Edr4edon super aconchegante. Bom café da manhã. DEificuldade de banho pelo pequeno espaço do banheiro,altura e caidaq da parede não permitia tomar banho em pé dificultando o mesmo. Atendimento bom.;travesseiro;62;73
Hotel de estrutara considerável, com excelente localização para compras e restaurantes mais turísticos. Quanto à aparência das ruas e dos transeuntes, é a mesma de toda a região de Times Square: Lotada, não muito limpa e cheia de personagens peculiares. Caso queira acordar e fazer um tranquilo passeio e ruas arborizadas, vá para o Upper East Side.;hotel;0;5
Quando estive no Hotel estava em reforma, minha experiência não foi muito boa.O cheio de mofo é horrível.Mas hotel é muito bem localizado, ótimo para quem está indo a cidade a negócios.Para quem deseja sair a noite, não é uma boa opção, região deserta.;hotel;17;22
Estou muito satisfeita com este hotel, apesar de tê-lo escolhido pq era um dos poucos que aceitava 5 pessoas no mesmo quarto. Excelente café da manhã e excelente localização. O único inconveniente foi termos encontrado uma meia debaixo das cortinas quando chegamos. Resolvi deixar a meia no mesmo lugar e... a meia continuou lá os 5 dias da nossa estadia!! Zero para a faxina!!!;cortina;240;247
Hotel espetacular, melhor de todos que já fiquei na vida, localização excelente, próximo ao Rockfeller center, em frente a S. Patrick, café da manhã ótimo, quartos enormes, cama gigante e super confortável, banheiro grande e tudo muito limpo. Ficamos no 26*andar, a vista para catedral de S. Patrick é maravilhosa. Atendimento muito bom, funcionários super atenciosos.;hotel;0;5
Limpeza, atendimento e localização são os principais atrativos. Com design diferenciado, o hotel Verite é acolhedor, mesmo dentro de uma megalópole como Nova York. A pé, podemos ir para o Sul até o marco zero ou ao Norte, até o Central Park. é só ter disposição! Voltaria mais vezes, pois sei que fiz a escolha certa.;hotel;91;96
O Hotel fica em frente a rodoviária de Porto alegre, qualquer saidinha a noite fica impossível devido a proximidade da região central. Ideal para estadas rápidas viajando à negocios. Como o hotel fica na região central, o transito em horários de pico é muito complicado, ficando difíciu a locomoção e o transporte.;hotel;2;7
Resumindo,atendimento nao é bom,banheiros bem antigos o chuveiro demora muito pra esquentar.televisao 14 em todos os quartos as fotos realmente enganam.queriam cobrar uma diaria a mais sendo q eu ja tinha deixado tudo pago antes de entrar no hotel,precisa se de um reforma urgente no hotel;atendimento;10;21
Me Hospedei em Março de 2012, o hotel é bom, café da manhã bom, longe do centro de Paris mas de metro uns 15 minutos.Para quem nunca foi a Paris eu não recomendo, pois não é pratico a localização. O preço é bom, pouquissimos restaurante perto, ahh tem um Mac Donalds...internet free no quarto boa conexão ( o recepção disponibiliza senha pra acesso)..Quarto limpo não cheira mofo, banheiro simples mas bom, ponto negativo é o chuveiro, é aquelas duchas de mão que fixa na parede, nada pratico..;internet;269;277
Não se deixe enganar pela fachada/recepção!Hotel velho e mal conservado, porta do banheiro destruída, chuveiro elétrico (no meu quanto queimou quando liguei). Pagamento de diária adiantado, peça para ver o quarto antes de fechar!A cama até que é boa (box), café da manhã razoável.;recepção;34;42
"Funcionários atenciosos; localização excelente, a uma curta caminhada de vários pontos turísticos e do metrô; limpo e confortável, hotel charmoso estilo europeu; café da manhã com pouca variedade para quem gosta de salgados, mas com produtos de excelentte qualidade; os petiscos e bebidas no final de tarde são restauradores, após um dia de intensas caminhadas. Enfim, foi uma excelente escolha";hotel;131;136
Belo hotel , bem localizado, novo, limpo, muita tecnologia nos quartos   apartmento amplo (o corredor é um pouco estreito e longo) mais em las vegas é tudo asim grande  arquitetura linda  cassino limpo amplo e pessoal cortez   buffet muito bom   gostei voltaria  Room Tip: nao pegue andares baixos pois ha uma piramide no edificio ai tapa toda a vista creio ter que ser a...;corredor;93;101
Me hospedei no Hampton Inn em novembro de 2010. O hotel é excelente, bem cuidado, muito bem localizado (ponto estratégico, exatamente entre a Tiomes Square e o Central Park) e ainda inclui um farto e delicioso café da manhã.  Além de tudo isso, a qualidade da recepção, serviços de concierge, e amenidades, como café disponível 24 horas na recepção, fizeram da minha estadia em NYC perfeita.;café da manhã;210;223
Primeiro ponto: A localização é muito boa, facilitando o acesso aos demais pontos da cidade Segundo ponto: A receptividade por parte dos funcionários também é boa Terceiro ponto: A estrutura do prédio é consideravelmente boa, um ponto negativo é em relação ao prédio ao lado, pois o mesmo transfere um mal cheiro no corredor para acesso aos quartos Quarto ponto: A internet poderia ser melhor, nem sempre consegui acesso.;funcionários;137;149
Um dos melhores hotéis que já fiquei, fui comemorar meu aniversário de casamento lá e avisei na reserva, eles prepararam todo o quarto com uma decoração muito legal, além disso ainda nos puseram no trigésimo sexto andar, com uma vista maravilhosa, sem contar a localização que fica a duas quadras da Times Square e perto de todos os Teatros, muito bom.  Room Tip: Pedi o quarto com vista pra avenida, e também pra te colocarem num andar bem alto...;localização;261;272
Excelente opção, pela localização, preço e pelo raro fato, em NY, de ser um hotel muito novo.    Tivemos problemas na confirmação de nossa reserva, contornada após 20 minutos de debate com os gerentes. Por ter sido feita no mesmo dia, por telefone, não entendo como uma falta grave.    Nosso maior problema foi má cobrança indevida de má diária que nos custou 3 meses de espera para o reembolso.    De toda forma, mantenho como minha primeira opção para o retorno a NY.;localização;22;33
Em relação à Limpeza, achei REGULAR... O hotel não é imundo, mas tb não é super limpo.Os Funcionários são bem simáticos. O Café da manhã é muito ruim e sem graça... Valem a localização, conforto e custo, que é barato. Este HOTEL é MUITO VELHO, NECESSITA DE REFORMA URGENTE.;conforto;186;194
Excelente localização, próximo da Times Square, e da 5 avenue! Quarto tamanho razoável, porém sem frigo bar. Grande movimentação de pessoas no hall do hotel. WIFI free. Maquina de refrigerantes e gelo no andar. Check in e Check out rápidos, porém staff nada atenciosos. Café da amanhã incluso, porém sempre tumultuado .  Vale pela localização ( proximidade estações de metrô), porém sem LUXO.;quarto;63;69
Fizemos reserva com 15 dias de antecedência, chegamos na madruga e não havia a nossa reserva e o hotel sem vagas, e olhe que nos foi confirmado a vaga por email, o porteiro com educação ( única coisa que achamos legal, Sr José) nos indicou um hotel péssimo e muito inferior ao real, impossível de hospedar,onde tinha até pessoas dormindo na calçada em frente a portaria, além da bagunça na rua, retornamos no mesmo hotel (real) e nos foi indicado um novo hotel, só que não fomos ressarcidos da diferença de valor, somente da primeira estadia... Ficamos no prejuízo alem de termos passado por cansaço físico e insegurança já que estávamos em cidade desconhecida e era madrugada.;hotel;97;102
Gostei muito deste hotel pela localização, no coração de Nova York, na Times Square, próximo de vários restaurantes, lojas,teatros, metrô e etc...  Excelente para se hospedar com a família porque nos quartos há uma cozinha com geladeira, microondas e cafeteira.  A internet no quarto nos atendeu muito bem.;família;181;188
Hotel com ótima localização, perto de vários restaurantes e perto do centro. Café da manhã razoável. Quarto bem aconchegante, só o banheiro é bem simples mas da pro gasto,fiaria de novo pelo custo/beneficio.;localização;16;27
Quartos simples e bem pequenos com banheiro meia boca, ar condicionado algumas vezes barulhento, café da manha bem basico, e a internet, pasmem, 12 reais por 24h.É um hotel que engana qualquer walk in pela recepção bonita.O room service é o erro, a comida é simplesmente horrivel.;recepção;206;214
Ótimo preço, funcionários super atencioso, acomodações esplendidas, ótima localização.  A vista do meu quarto foi perfeita. A piscina do hotel e simplesmente demais.  Simplesmente fiquei apaixonada pelo hotel e voltaria sempre que estivesse na cidade.  Room Tip: Solicitar acomodações nos andares altos.;quarto;103;109
Hotel com ótima localização, perto de vários restaurantes e perto do centro. Café da manhã razoável. Quarto bem aconchegante, só o banheiro é bem simples mas da pro gasto,fiaria de novo pelo custo/beneficio.;café da manhã;77;90
É um hotel simples, mas que respeita a qualidade mínima necessária para uma estadia. O custo benefício é foi muito bom. Meu comentário é somente que o suporte da ducha estava quebrado, e eles disseram que já tinham encomendado todo o suporte, mas que ainda não tinha chegado (e trocar todo o suporte do chuveiro faz sentido). No mais, ele é bem limpo e arrumado. O metrô La Furche está a quatro quarteirões, relativamente próximo. Recoomendo para uma estadia 3 estrelas.;hotel;5;10
Hotel tem excelente localizacao, porem nao gostamos pois achamos muito mal cuidado. Quarto antigo, com defeitos aparentes, mofo no armario, banheiro antigo, pintura velha. Reclamamos e pedimos para mudar de quarto, porem nos foi dito que nao havia quartos disponiveis para mudanca. Fiquei muito decepcionada pois falaram que foi todo reformado, soh se foi no lobby do hotel, pois o nosso quarto estava muito a desejar. Por este preco ha melhores opcoes em NY . Nesse nao fico mais.;quarto;84;90
Gostei muito deste hotel pela localização, no coração de Nova York, na Times Square, próximo de vários restaurantes, lojas,teatros, metrô e etc...  Excelente para se hospedar com a família porque nos quartos há uma cozinha com geladeira, microondas e cafeteira.  A internet no quarto nos atendeu muito bem.;lojas;117;122
Gostei muito do hotel.Tudo novo, uma estrutura excelente. Quarto limpo e bem decorado.Atendimento excelente, café da manhã com muita variedade.o único defeito é a localização do hotel.Fica numa rua deserta, afastada das boas atrações da cidade.se estiver de carro, eles cobram a diária da garagem (o que eu acho que poderia ser uma cortesia do do hotel);rua;194;197
Já Adianto que fiquei hospedado muitas vezes neste hotel. Eu diria que o melhor é a localização. Pois, fica bem no centro de Porto Alegre. Quanto ao restante já posso dizer que seria apenas um dormitório. Quartos básicos sem nenhuma sofisticação. Banheiros pequenos com box da ducha minúsculos. A lavanderia cumpre seu papel atendendo aos prazos de devolução das roupas. O serviço de quarto deixa a desejar. O atendimento também não é dos melhores. Nunca utilizei o estacionamento. A sinalização de emergência é bem visível, ao menos nos andares onde fiquei. A internet funciona. O café da manhã é simples. Há carpete nos corredores, mas, após a reforma os quartos estão livres. Acho que deveria haver disponibilidade de chimarrão ao se tratar de um hotel na capital gaúcha.;corredor;622;630
Hotel com localização excelente, entre as praças Vendome e Concorde, ao lado do Hotel Ritz. Vista bacana da janela, a praça Vendome iluminada a noite, clima muito romântico. Os quartos e as escadas do hotel estavam sempre cheirosos, tudo muito limpo e arrumado, staff educado e gentil, absolutamente nada a reclamar. Fico lá de novo tranquilamente.  Room Tip: pegue os quartos de frente para a rua, tem a vista bacana e não são barulhentos.;hotel;0;5
Este hotel segue o estilo Ibis: seguro, limpo e com preços razoáveis. Contudo, o charme deste hotel é a localização, que é excelente! Ao entorno do hotel existem vários cafés, restaurantes, mercados, etc. Além disso, localiza-se a poucas estações de metro dos principais pontos turísticos. Os quartos dos fundos são silenciosos. Eu retornaria ao Ibis Grands Boulevards e recomendo a todos!;hotel;5;10
Gostei muito deste hotel pela localização, no coração de Nova York, na Times Square, próximo de vários restaurantes, lojas,teatros, metrô e etc...  Excelente para se hospedar com a família porque nos quartos há uma cozinha com geladeira, microondas e cafeteira.  A internet no quarto nos atendeu muito bem.;hotel;19;24
Ficamos no Ibis Place dItalie em agosto/2011. O quarto é tudo de bom, banheiro todo branquinho, super limpo. Hotel super organizado. Café da manha 7 euros - pães, presunto, queijo, iogurtes, 3 tipos de sucos naturais, quiche de queijo e o melhor de tudo creppe com nuttela. Era um prazer ir tomar o café da manhã.  O Hotel fica muito pertissimo de uma estaçao de metro.;café da manhã;299;312
Segunda vez que me hospedei na mesma região em Paris, trata-se de um duas estrelas com um ótimo padrão de conforto e com localização excelente. Café da manhã muito bom, internet com boa velocidade e gratuita, com ótimos restaurantes e cafés nas proximidades, enfim nada que tenha me decepcionado.  Ressaltando que a estação de metrô fica a menos de cinco minutos a pé e o custo de uma corrida de taxi para os principais pontos turísiticos de Paris, saem bem em conta.;internet;169;177
