inputs;aspects;start_position;end_position
carrefour e dia muito proximo.;No aspect;-1;-1
mc donalds e starbuks mesmo ao lado.;No aspect;-1;-1
pequeno almoço bem recheado.;No aspect;-1;-1
os quartos sao pequeninos mas limpinhos e bastante quentes.;No aspect;-1;-1
valeu bem a pena :);No aspect;-1;-1
Voo cancelado e tive que ficar neste hotel.;hotel;37;42
Cheguei no quarto e ele estava com cheiro de cigarro.;quarto;11;17
O hotel tem um transfer que leva para o aeroporto, mas não conseguimos pegar pois muitas pessoas esperavam por ele.;aeroporto;40;49
Não gostei nem um pouco.;No aspect;-1;-1
O ar condicionado muito velho, não deve ser limpo há anos.;No aspect;-1;-1
As roupas de cama não estavam limpas.;No aspect;-1;-1
Realmente não recomendo!;No aspect;-1;-1
Todas as áreas são muito pequenas, inclusive os quartos e banheiros.;quarto;48;54
Precisa melhorar muito o treinamento da equipe que não soluciona problemas mas apenas procurar desculpas e explicações.;No aspect;-1;-1
Não vale a pena o desgaste para quem quer um hotel inteligente que saiba tratar seus clientes.;No aspect;-1;-1
As solicitações para transporte em NY sempre levam as indicações mais caras e/ou demoradas.;No aspect;-1;-1
Totalmente não recomendável.;No aspect;-1;-1
o que realmente nao gostei foi do atendimento pela falta de cortesia dos atendentes da recepção de modo geral.;atendimento;34;45
o que realmente nao gostei foi do atendimento pela falta de cortesia dos atendentes da recepção de modo geral.;recepção;87;95
o quarto é razoavel, no modelo ibis...;quarto;2;8
no todo não foi tao ruim.;No aspect;-1;-1
não tinham interesse em responder as perguntas e dar informações a certa da cidade.;No aspect;-1;-1
o banheiro é pequeno mas funcional (cuidado para obesos..., não é o ideal);No aspect;-1;-1
sobre a localização, é muito perto do metro, poucos metros...;No aspect;-1;-1
mas redondeza é ruim e nao tem nada de especial e é barulhenta a noite.;No aspect;-1;-1
Ele era muito charmoso, realmente, e o quarto era liiiindo.;quarto;39;45
Mas a localização deixa a desejar.;localização;6;17
Ficamos no hotel em 2007, por indicação de uma revista.;No aspect;-1;-1
O serviço foi ok, nada especial, mas tbm não foi ruim.;No aspect;-1;-1
Não retornei nele, apesar de ter voltado algumas vezes em Paris, e creio q isso fala por si só.;No aspect;-1;-1
Excelente hotel, bom atendimento, quarto super espaçoso, limpo e organizado.;hotel;10;15
Excelente hotel, bom atendimento, quarto super espaçoso, limpo e organizado.;atendimento;21;32
Excelente hotel, bom atendimento, quarto super espaçoso, limpo e organizado.;quarto;34;40
Disponibiliza roupões, banheira, tábua de passar roupa e ferro elétrico, diversas tomadas, mini escritório...;No aspect;-1;-1
Contudo a vista para o Central Park rouba a cena.;No aspect;-1;-1
Tente se hospedar em andares superiores ao 20 para ter uma vista melhor ainda.;No aspect;-1;-1
Adorei o hotel bellagio, sua localização e perfeita as acomodações perfeitas, o ambiente e muito gostoso, alem de lindo e perfumado rsrs.;hotel;9;14
Adorei o hotel bellagio, sua localização e perfeita as acomodações perfeitas, o ambiente e muito gostoso, alem de lindo e perfumado rsrs.;localização;29;40
Quando voltar a Las Vegas quero me hoepedar novamente no Bellagio, tenho agência de viagens e estou indicando a todos os meu clientes, pois uma otima hospedagem faz parte da viagem, para ficar completa.;No aspect;-1;-1
Room Tip: fiquei na torre central, não tive problemas com barulho.;No aspect;-1;-1
sugiro que seja retirado da linha accor este hotel, pois é péssimo.;hotel;45;50
Desde a recepção do hotel onde nem preenche vouche.;recepção;8;16
Quarto pequeno, sem conforto algum, Diz que tem cozinha e guarda roupa que é do tamanho da porta, menos de 1 metro quadrado.;quarto;0;6
Quarto pequeno, sem conforto algum, Diz que tem cozinha e guarda roupa que é do tamanho da porta, menos de 1 metro quadrado.;conforto;20;28
Péssimo colchão, péssimos lençois e toalhas, não foi realizado nenhuma limpeza no quarto durante os 5 dias que nos hospedamos.;colchão;8;15
Péssimo colchão, péssimos lençois e toalhas, não foi realizado nenhuma limpeza no quarto durante os 5 dias que nos hospedamos.;toalha;36;42
Péssimo colchão, péssimos lençois e toalhas, não foi realizado nenhuma limpeza no quarto durante os 5 dias que nos hospedamos.;limpeza;71;78
Não segue os critérios da accor hoteis.;No aspect;-1;-1
Eu e minha família nos sentimos moradores de Paris neste simpático hotel na cidade.;hotel;67;72
O atendimento é personalizado e apesar de não ter uma recepção tradicional, fomos muito bem acessorados pela gerência.;atendimento;2;13
O atendimento é personalizado e apesar de não ter uma recepção tradicional, fomos muito bem acessorados pela gerência.;gerência;109;117
Muito bem localizado, entre Champ Elysee e George V, ao lado de estação do metro.;No aspect;-1;-1
Quarto novo, reformado, com forno e microondas bem como sofisticados utensílios para ter uma refeição no quarto como nativos.;No aspect;-1;-1
Recomendo!;No aspect;-1;-1
Apesar de simples o hotel é limpo, perto do aeroporto, perto das indústrias, bom café da manhã, boa janta, ar condicionado e Wi-Fi incluso na diária.;hotel;20;25
Apesar de simples o hotel é limpo, perto do aeroporto, perto das indústrias, bom café da manhã, boa janta, ar condicionado e Wi-Fi incluso na diária.;aeroporto;44;53
Apesar de simples o hotel é limpo, perto do aeroporto, perto das indústrias, bom café da manhã, boa janta, ar condicionado e Wi-Fi incluso na diária.;café da manhã;81;94
Ideal para quem procura um lugar simples, com bons acessos e perto de canoas.;No aspect;-1;-1
Já fiquei em outros hotéis no Soho como o Grand Soho e o The James, mas o Mondrian sem dúvida alguma é o mais bem localizado, perto das melhores lojas e ótimos restaurantes.;lojas;145;150
O café da manhã é sem graça, vale mais a pena tomar fora do hotel, ja que existem muitas opções.;café da manhã;2;15
Os quartos não são grandes mas bonitos e cheios de mimos.;No aspect;-1;-1
O restaurante do hotel é lindo!;No aspect;-1;-1
O hotel não tem muita área de lazer e faz falta uma piscina no verão.;No aspect;-1;-1
Uma delícia de hotel com uma equipe muito simpática e prestativa.;No aspect;-1;-1
Hotel muito bom, limpo, calmo, quarto sempre arrumado, agua quente, secador, enfim tudo que um quarto de hotel poderia ter...;hotel;105;110
Na rua do hotel tem mercados, mc donalds, bares, restaurantes, farmacia, lojas etc...;rua;3;6
Vi alguns cometarios que o quarto nao tinha net gratis, mas tem sim.;No aspect;-1;-1
O hotel é perto do metro e perto de alguns lugares que queria conhecer, entao fui andando...;No aspect;-1;-1
Uma proxima vez ficarei la com certeza !;No aspect;-1;-1
um ótimo café da manhã, 10 minutos andando até a Torre Eifel passando pelo rio Sena de onde se pode observar a Estatua da Liberdade original, a Rádio France International, os lentos Bateau Mouche.;café da manhã;9;22
Super aconchegante!;No aspect;-1;-1
Bem próximo tem um mini-mercado com produtos de muitos lugares do mundo a preços razoáveis, uma adega, um bicicletário onde se pode alugar bicicletas e passear por Paris sem se preocupar com estacionamentos.;No aspect;-1;-1
O hotel fica localizado a menos de 100 metros da estação Pigale do Metrô, o que foi o motivo de nossa escolha por ele.;hotel;2;7
Os quartos são pequenos, mas a limpeza e o conforto são adequados.;limpeza;31;38
O café da manhã é excelente e a equipe do hotel é atenciosa e sempre disponível.;café da manhã;2;15
Durante o período em que ficamos hospedados (de domingo a quinta) não tivemos problemas com ruído da rua, apesar da existência de alguns bares noturnos na quadra do hotel.;No aspect;-1;-1
O hotel fica a uns 200 metros da Champs Elysees, onde passa o metro.;hotel;2;7
A cidade é show de bola, não é um destino que ir uma vez apenas satisfaz...;cidade;2;8
Olha, não é dos melhores hotéis de minha viagem pela Europa, mas também não foi péssimo.;No aspect;-1;-1
O quarto não era dos maiores, mas era razoavelmente bem equipado, assim como o banheiro.;No aspect;-1;-1
O staff da recepção não era muito atencioso, mas nos deu as dicas de segurança necessárias.;No aspect;-1;-1
Fica a cerca de 300 metros do Arco do Triunfo.;No aspect;-1;-1
Eu voltaria todos os anos.;No aspect;-1;-1
Acho que precisam trocar o piso dos quartos.;quarto;36;42
O atendimento foi bom.;atendimento;2;13
Café da manhã bom tbm.;café da manhã;0;13
Localização boa para quem tem compromisso no centro.;localização;0;11
Reformas para melhor acolhimento aos hóspedes são sempre bem vindas.;No aspect;-1;-1
A única coisa boa era o piso dos quartos que era de carpete de madeira.;carpete;52;59
Pelo que se depreende quanto ao Ar Condicionado êle não existe, informam haver climatização que na verdade não refrigera e portanto por se tratar de dias quentes era necessário dormir com as janelas abertas num lugar com grande poluição ou pó preto.;No aspect;-1;-1
Ótima localização, ao lado da times square, dos pricipais teatros, lojas e restaurantes, íamos andando para todos os lugares.;localização;6;17
Ótima localização, ao lado da times square, dos pricipais teatros, lojas e restaurantes, íamos andando para todos os lugares.;teatro;58;64
Ótima localização, ao lado da times square, dos pricipais teatros, lojas e restaurantes, íamos andando para todos os lugares.;lojas;67;72
A limpeza perfeita e o atendimento da recepção excelente, sempre atenciosos e prestativos.;limpeza;2;9
A limpeza perfeita e o atendimento da recepção excelente, sempre atenciosos e prestativos.;atendimento;23;34
A limpeza perfeita e o atendimento da recepção excelente, sempre atenciosos e prestativos.;recepção;38;46
Super indico esse hotel.;hotel;18;23
Me hospedei com meu marido por cinco noites e tudo foi perfeito.;No aspect;-1;-1
Quando voltar a NY vou me hospedar novamente.;No aspect;-1;-1
Quartos simples e bem pequenos com banheiro meia boca, ar condicionado algumas vezes barulhento, café da manha bem basico, e a internet, pasmem, 12 reais por 24h.;quarto;0;6
Quartos simples e bem pequenos com banheiro meia boca, ar condicionado algumas vezes barulhento, café da manha bem basico, e a internet, pasmem, 12 reais por 24h.;internet;127;135
É um hotel que engana qualquer walk in pela recepção bonita.;hotel;5;10
É um hotel que engana qualquer walk in pela recepção bonita.;recepção;44;52
O room service é o erro, a comida é simplesmente horrivel.;No aspect;-1;-1
Estive lá em Abril/2011 e gostei do Hotel.;hotel;36;41
Os quartos são pequenos porém limpos.;quarto;3;9
Chuveiro em cima da banheira, porém bom.;chuveiro;0;8
Os funcionários são muito educados e muito hospitaleiros.;funcionários;3;15
Recomendo a quem gosta de praticidade e ótima localização!;localização;46;57
Pertíssimo da estação de metrô (uns 70 metros), e em um local movimentado.;No aspect;-1;-1
Tem internet wifi, item orbigatório em minhas viagens.;No aspect;-1;-1
O único porém era o elevador, que só cabia no MÁXIMO 2 pessoas, extremamente pequeno!;No aspect;-1;-1
Dávamos risada cada vez que usávamos, rsrs.;No aspect;-1;-1
a cama é horrível completamente irregular.;cama;2;6
na segunda noite de estadia quando os hospedes do quarto acima tomavam banho começou a pingar no nosso quarto.;No aspect;-1;-1
pelas manchas das paredes não foi a primeira vez que vazou água do andar superior,quando me queixei na portaria a resposta que tive foi que nada poderia ser feito naquele momento e eu tinha liberdade de procurar outro hotel.;No aspect;-1;-1
detalhe:eram 10 horas da noite.;No aspect;-1;-1
no dia seguinte trocamos de quarto.;No aspect;-1;-1
achei um caos.;No aspect;-1;-1
O hotel está muito bem localizado.;hotel;2;7
O hotel é super confortável e oferece serviço de consierge que te dão o caminho para onde vc queira ir.;serviço;38;45
Se você é do tipo que gosta de andar, vai se virar muito bem a pé indo até o Central Park, Times Square, Rockfeller Center e etc.;No aspect;-1;-1
Sem contar que fica entre a 5ª Avenida e a Madison.;No aspect;-1;-1
Enfim, foi uma ótima estadia.;No aspect;-1;-1
O Hotel se negou a retirar o parafuso da janela que permitiria abrir uma fresta da janela e respirar um pouco de ar fresco.;hotel;2;7
Achei tudo muito bacana.;No aspect;-1;-1
O único comentário é que estava resfriado e não podia com ar condicionado.;No aspect;-1;-1
Por este detalhe não fico mais lá pois pra mim o ar puro é fundamental.;No aspect;-1;-1
O Hotel deveria rever sua política neste quesito.;No aspect;-1;-1
Esse é um hotel onde vc pode usar todos os benefícios.;hotel;10;15
"A segurança não apenas no hotel, mas nas imediações, por conta do prédio das Nações Unidas, é perfeita; o hotel oferece todo o conforto de um grande estabelecimento; o atendimento é primoroso; e fica numa área onde é fácil conseguir bares e restaurantes.";estabelecimento;149;164
"A segurança não apenas no hotel, mas nas imediações, por conta do prédio das Nações Unidas, é perfeita; o hotel oferece todo o conforto de um grande estabelecimento; o atendimento é primoroso; e fica numa área onde é fácil conseguir bares e restaurantes.";atendimento;168;179
Room Tip: Como o hotel começa no 28º andar, todos os quartos apresentam sempre uma bela visão de NY.;No aspect;-1;-1
O Hotel Juliz é extremamente simples, fica numa casa bem antiga, o que lhe dá um aspecto de pensão, em que os aposentos da casa foram transformados em pequenos quartos para pernoite.;hotel;2;7
O Hotel Juliz é extremamente simples, fica numa casa bem antiga, o que lhe dá um aspecto de pensão, em que os aposentos da casa foram transformados em pequenos quartos para pernoite.;quarto;160;166
Alguns quartos tem banheiro individual, nos demais o banheiro é coletivo.;No aspect;-1;-1
Entretanto o custo é bem mais baixo do que hotéis tradicionais.;No aspect;-1;-1
Óptima localização.;localização;7;18
Serviço atencioso.;serviço;0;7
Tem internet grátis.;internet;4;12
Gostamos !!!!  Room Tip: Foi a 2ª vez que ficamos neste Hotel.;hotel;56;61
Sem ser um luxo é excelente.;luxo;11;15
Local seguro.;No aspect;-1;-1
Perto tem várias opções de restaurantes e cafés.;No aspect;-1;-1
Muito fácil deslocar-se para qualquer ponto de Paris.;No aspect;-1;-1
Vale a pena conhecer os arredores e apreciar a arquitectura parisiense !;No aspect;-1;-1
Boa localização.;No aspect;-1;-1
Óptimos cafés e...;No aspect;-1;-1
Hotel bem localizado, próximo a Times Square.;hotel;0;5
Quarto grande e limpo, com roupas de cama razoáveis e toalhas de banho muito pequenas.;toalha;54;60
O Café da manhã salvou o hotel no meu ponto de vista, pois era muito bom, considerando o padrão americano.;café da manhã;2;15
Sentimos falta de um frigobar.;No aspect;-1;-1
No banheiro também não tinha box, e sim um plástico por fora da banheira que contribuía para molhar todo o banheiro.;No aspect;-1;-1
Equipe do hotel não poderia ser mais antipática.;No aspect;-1;-1
Excelente opção, pela localização, preço e pelo raro fato, em NY, de ser um hotel muito novo.;localização;22;33
Excelente opção, pela localização, preço e pelo raro fato, em NY, de ser um hotel muito novo.;hotel;76;81
Tivemos problemas na confirmação de nossa reserva, contornada após 20 minutos de debate com os gerentes.;gerente;95;102
Por ter sido feita no mesmo dia, por telefone, não entendo como uma falta grave.;No aspect;-1;-1
Nosso maior problema foi má cobrança indevida de má diária que nos custou 3 meses de espera para o reembolso.;No aspect;-1;-1
De toda forma, mantenho como minha primeira opção para o retorno a NY.;No aspect;-1;-1
Fomos muito bem atendido na chegada disponibilizaram pessoa fluente em portugues(brasil) e fizeram as adequações necessarias, o quarto estava muito bem decorado e limpo dentro do esperado.;quarto;128;134
a localização e perfeita proximo a tudo em new york,o cafe da manha tem um seu charme especial pela local onde é servido.;localização;2;13
Precisava de um hotel com quarto para acomodar um casal e duas crianças.;hotel;16;21
O pessoal da recepção é bastante solícito e guardou minhas compras da internet que chegaram antes do nosso check in.;recepção;13;21
A suite do San Carlos foi perfeita.;No aspect;-1;-1
Grande para os padrões de NY e a facilidade de poder fazer o café da manhã das crianças e ainda esquentar um leite antes de dormir foi muito bem vinda (tinha copinha com microondas).;No aspect;-1;-1
O hotel está todo com aspecto de reformado.;No aspect;-1;-1
Neste hotel, ele fica em baixo da pia da cozinha, numa das portas.;hotel;6;11
Normalmente os cofres ficam dentro do armário.;No aspect;-1;-1
Deixei o cofre aberto por engano, com 5 mil dolares em cash expostos.;No aspect;-1;-1
Ao voltar, tive a grata supresa de encontra-los intactos.;No aspect;-1;-1
Room Tip: Para quem vai com os filhos, melhor ficar na suite king conference;No aspect;-1;-1
Room Tip: Quanto mais alto melhor e com a vista para cidade.;cidade;53;59
Vegas tem vários hotéis bons mas o wynn é um caso aparte .;No aspect;-1;-1
Com decoração extravagante, meio asiática , vermelho, ouro, luxo, tudo se encaixa e faz sentido.;No aspect;-1;-1
O fato de não ficar no meio da strip ajuda a afugentar a multidão que3 invade outros hotéis como o belagio.;No aspect;-1;-1
É um destino em si.;No aspect;-1;-1
O lereve é irreal, inexplicável.;No aspect;-1;-1
O hotel possui uma otima localizaçao e é muito limpo.;hotel;2;7
Porem o elevador sempre pifava.;elevador;8;16
Teve um dia que nao tinha agua quente pra tomar banho e era inverno.;No aspect;-1;-1
O quarto é bem pequeno, como a maioria dos hoteis em Paris.;No aspect;-1;-1
O pessoal da recepçao nao é muito gentil nao.;No aspect;-1;-1
O que compensou tudo isso foi a vista pra torre, sem palavras!;No aspect;-1;-1
Muito lindo!;No aspect;-1;-1
Tem estaçao de metro, otimos restaurantes, mercado, farmacia bem pertinho.;No aspect;-1;-1
Custo beneficio vale a pena.;No aspect;-1;-1
Compartilho com vocês a experiência que tive, estava em POA bem no dia que estava acontecendo um evento e vários hotéis lotados, com isso achei que o valor para a estrutura do hotel achei caro, pois o box do banheiro muito pequeno e quarto também.;hotel;176;181
Compartilho com vocês a experiência que tive, estava em POA bem no dia que estava acontecendo um evento e vários hotéis lotados, com isso achei que o valor para a estrutura do hotel achei caro, pois o box do banheiro muito pequeno e quarto também.;quarto;233;239
O que me surpreeendeu foi o pessoal do concierge que sempre conseguia reservar jantares em locais que já haviam esgotado as reservas.;jantar;79;85
Os quartos são espaçosos apesar de não gostar muito da decoração mas tudo muito limpo e organizado e sempre que saíamos quando voltavamos tudo já estava arrumado.;quarto;3;9
A localização do Helmsley Park Lane é excelente, de frente para o Central Park.;No aspect;-1;-1
Fomos recepcionados com cocktail de boas vindas.;No aspect;-1;-1
Hotel excelente.;hotel;0;5
Ótimo atendimento de todos os funcionários e do Gerente Geral.;atendimento;6;17
Ótimo atendimento de todos os funcionários e do Gerente Geral.;funcionários;30;42
Ótimo atendimento de todos os funcionários e do Gerente Geral.;gerente;48;55
Excelente localização.;localização;10;21
São muito gentis, atenciosos.;No aspect;-1;-1
Hotel muito confortável e agradável.;No aspect;-1;-1
Quarto muito confortável, limpo e bem decorado e bem mobiliado.;No aspect;-1;-1
Chagamos cedo, antes do horário do check-in e fomos imediatamente para o quarto reservado.;No aspect;-1;-1
Fomos recebidos pelo Gerente Geral, muito atencioso e educado, sempre perguntando se estávamos bem.;No aspect;-1;-1
Recebemos um otimo atendimento de todos os funcionarios e dos donos que administram o hotel.;atendimento;19;30
Estive la por quatro diase indico a todos.;No aspect;-1;-1
O hotel esta bem localizado em uma area muito tranquila e proxima dos pontos turisticos, com bons restaurantes e cafes proximos.;No aspect;-1;-1
Perto da estacao de metro.;No aspect;-1;-1
Penso em ficar no mesmo hotel todas as vezes que for em Paris.;No aspect;-1;-1
E um excelente custo-beneficio.;No aspect;-1;-1
Hotel simples e bem localizado.;hotel;0;5
Solicitamos mudança de quarto e fomos prontamente atendidos pelo pessoal da recepção.;recepção;76;84
No primeiro dia, chegamos muito cedo do Porto ao hotel e tentamos dormir, contudo, havia uma obra que atrapalhava nosso sono.;No aspect;-1;-1
O hotel fica muito próximo a duas estações da linha 6 do metro de Paris, sendo uma com três linhas, o que facilita muito a locomoção pela cidade.;No aspect;-1;-1
A internet sem fio do hotel deixou a desejar, pois o sinal caía com frequencia.;No aspect;-1;-1
A limpeza é péssima , nunca vi algo assim , comiamos frutas e a camareira não se dava ao trabalho de tirar o lixo que ficava no quarto , o espaço do quarto é terrivel , eu e meu marido jamais poderiamos circular juntos pelo quarto pois o espaço é tão pequeno que duas pessoa no mesmo ambiente definitivamnete não circulam.;limpeza;2;9
Mudamos para um quarto com sala , mas o espaço do quarto continuou o mesmo , minimo, e a limpeza ainda pior, definitivamamente não indicamos......;No aspect;-1;-1
Me colocaram num quarto standard ao invés do executivo, o qual paguei por ele.;quarto;17;23
Elevador velho, banheiro do quarto horrível, quarto com infiltrações e insetos.;elevador;0;8
Nao vale metade do preço.;preço;19;24
A justificativa é que como atrasado devido ao meu voo, colocaram outra pessoa... isso existe?!;No aspect;-1;-1
Desrespeito total ao consumidor.;No aspect;-1;-1
Sem duvida alguma, um dos piores hotéis que já me hospedei.;No aspect;-1;-1
Cafe da manha com poucas opções e frio.;No aspect;-1;-1
Nao se hospedem neste local sem estrutura!;No aspect;-1;-1
ótima localização, bem no meio da Strip.;localização;6;17
piscina animada.;piscina;0;7
ótimo custo benefício.;No aspect;-1;-1
Os banheiros poderiam ser mais novos, mas atendem as expectativas.;No aspect;-1;-1
Fiquei na parte mais antiga.;No aspect;-1;-1
só não gostei de uma coisa, na sexta-feira, meu último dia de estadia, eles fecharam a piscina as 16:00 para um evento particular ... não achei legal fechar a piscina tão cedo logo numa sexta-feira, mas no mais, foi tudo ótimo.;No aspect;-1;-1
O hotel é super luxuoso !!!! Muito lindo e tudo muito limpo !;hotel;2;7
A única coisa que não gostamos foi ter que pagar uma taxa de 15 dólares por dia por quarto .;quarto;84;90
Tem transfer para ir ao Cesar e ao Wynn de 15 em 15 min .;No aspect;-1;-1
Com este valor , que é obrigatório esta tudo incluso como internet , academia , ...;No aspect;-1;-1
Mas ficamos chateados por não saber disto quando compramos.;No aspect;-1;-1
E a localização que fica um pouco distante dos principais hotéis , mas nada que atrapalhe !;No aspect;-1;-1
Hotel bem localizado, próximo ao central park, com estação de metro há 2 mim de caminhada.;hotel;0;5
Os quartos e banheiro eram de tamanho razoável, com a cama bem confortável.;quarto;3;9
Os quartos e banheiro eram de tamanho razoável, com a cama bem confortável.;cama;54;58
Staffs muito simpáticos, principalmente Patrícia.;No aspect;-1;-1
Única ressalva fica por conta do ar condicionado que era barulhento e chegava a atrapalhar o sono.;No aspect;-1;-1
Quarto espaçoso, cama super confortável, tudo novinho, muito limpo, banheiro grande (só aquela banheira q os americanos insistem em usar que poderia ser melhor)...;quarto;0;6
Quarto espaçoso, cama super confortável, tudo novinho, muito limpo, banheiro grande (só aquela banheira q os americanos insistem em usar que poderia ser melhor)...;cama;17;21
Quarto espaçoso, cama super confortável, tudo novinho, muito limpo, banheiro grande (só aquela banheira q os americanos insistem em usar que poderia ser melhor)...;banheira;95;103
O cassino é muito legal e foi o único lugar onde conseguimos ganhar algum $$$ nas maquininhas!!!;cassino;2;9
EScolhemos o Tropicana após uma indicação através de um fórum da internet.;No aspect;-1;-1
Nos surpreendemos!!;No aspect;-1;-1
Voltaremos em outubro de 2011 e já reservamos lá novamente.;No aspect;-1;-1
Bem localizado, acesso fácil a Broadway, Rockefeller Center e a Times Square, quartos limpos, café da manhã excelente com muita variedade e boas opções, os cookies disponibilizados no fim da tarde faziam a diferença, senti falta de uma lavanderia como existem em outros Hampton Inn.;quarto;78;84
Bem localizado, acesso fácil a Broadway, Rockefeller Center e a Times Square, quartos limpos, café da manhã excelente com muita variedade e boas opções, os cookies disponibilizados no fim da tarde faziam a diferença, senti falta de uma lavanderia como existem em outros Hampton Inn.;café da manhã;94;107
Bem localizado, acesso fácil a Broadway, Rockefeller Center e a Times Square, quartos limpos, café da manhã excelente com muita variedade e boas opções, os cookies disponibilizados no fim da tarde faziam a diferença, senti falta de uma lavanderia como existem em outros Hampton Inn.;lavanderia;236;246
Custo benefício ótimo;No aspect;-1;-1
Na verdade o hotel tem excelente localização,o tratamento não difere dos outros hoteis da rede mas o quarto é minúsculo e o banheiro nem se fala e o pior é o ar condicionado que não funciona numa Paris já com termômetros em cerca de 28 - 30º, e a explicação que foi dada na recepção não convence ninguem.;hotel;13;18
Na verdade o hotel tem excelente localização,o tratamento não difere dos outros hoteis da rede mas o quarto é minúsculo e o banheiro nem se fala e o pior é o ar condicionado que não funciona numa Paris já com termômetros em cerca de 28 - 30º, e a explicação que foi dada na recepção não convence ninguem.;localização;33;44
O hotel neste momento passou a 3 estrelas.;hotel;2;7
A sua localização é excelente (a apenas 15 minutos a pé da Torre Eiffel e a 10 minutos dos Invalides).;localização;6;17
Os quartos, apesar de pequenos (como na maioria dos hotéis em Paris) estão renovados e limpos.;quarto;3;9
O pequeno almoço é continental.;No aspect;-1;-1
Room Tip: Quarto nº21;No aspect;-1;-1
Ficamos num quarto recentemente reformado.;quarto;12;18
O elevador pode assustar quem Ã© claustrofÃ³bico, entÃ£o opte por andares mais baixos.;elevador;2;10
O quarto Ã© pequeno, mas dentro dos padrÃµes da Europa.;No aspect;-1;-1
HÃ¡ supermercados perto e vÃ¡rios restaurantes.;No aspect;-1;-1
Para quem estiver disposto a ficar em Montparnasse Ã© uma Ã³tima opÃ§Ã£o.;No aspect;-1;-1
O Aviatic é um hotel charmoso e muito funcional para quem Deseja conforto e agilidade.;hotel;15;20
O Aviatic é um hotel charmoso e muito funcional para quem Deseja conforto e agilidade.;conforto;65;73
Fica a 100 metros do Metro da Montparnase.;No aspect;-1;-1
Os brasileiros vão se sentir em casa pelo fato de alguns atendentes falarem português.;No aspect;-1;-1
O portugês Paulo é fantástico e sempre ajuda.;No aspect;-1;-1
Já em duas oportunidades não fique hospedado Aviatic e recomendo.;No aspect;-1;-1
Hotel aconchegante, confortável e econômico.;hotel;0;5
Gostei da vizinhança e da visão para um parque.;parque;40;46
Boa localização, perto da Times Square, 5a Avenida e da Broadway.;localização;4;15
Room Tip: Chuveiro duplo muito relaxante após um dia cansativo.;chuveiro;10;18
É possível conhecer grande parte dos pontos turísticos sem precisar de taxi.;No aspect;-1;-1
Indico.;No aspect;-1;-1
O hotel é muito confortável, os funcionários são extremamente solícitos e simpáticos.;hotel;2;7
O hotel é muito confortável, os funcionários são extremamente solícitos e simpáticos.;funcionários;32;44
A localização é perfeita, próxima a Times Square, quase em frente da Public Library e do Bryant Park.;localização;2;13
A única parte ruim é que o hotel não dispõe de frigobar nos quartos e também ão há café da manhã, mas isso é comum para NY.;frigobar;47;55
A única parte ruim é que o hotel não dispõe de frigobar nos quartos e também ão há café da manhã, mas isso é comum para NY.;quarto;60;66
A única parte ruim é que o hotel não dispõe de frigobar nos quartos e também ão há café da manhã, mas isso é comum para NY.;café da manhã;83;96
Com certeza me hospedaria lá novamente!;No aspect;-1;-1
Fiquei agradavelmente surpreendido (americano é meio seco) mas todo o pessoal da recepção foi muito atencioso e simpatico.;recepção;81;89
O toque especial foi o Cesar, recepcionista brasileiro que já está há dez anos em New York.;No aspect;-1;-1
. Como mineiro, sabe receber muito nem, e vai ajudar você em qualquer dificuldade, alem de dar dicas preciosas de como aproveitar melhor a estadia.;No aspect;-1;-1
Fiquei no Intercontinental e pretendo voltar sempre.;No aspect;-1;-1
Gostei muito.;No aspect;-1;-1
Ótimo hotel, simplesmente maravilhoso!;hotel;6;11
quarto limpo e organizado, serviço excelente.;quarto;0;6
quarto limpo e organizado, serviço excelente.;serviço;27;34
Tivemos um problema na chegada, o banheiro estava entupido, informamos a recepção do hotel que logo enviou um senhor multi uso, com um carrinho e radio comunicador....super equipado, em segundos resolveu nosso problema.;recepção;73;81
Estacionamento com valet cortesia.;No aspect;-1;-1
Por não ter casino, o hotel se torna mais privativo e tranquilo.;No aspect;-1;-1
O hotel é charmoso e aconchegante.;hotel;2;7
Tem um ótimo café da manhã e um bom atendimento.;café da manhã;13;26
Tem um ótimo café da manhã e um bom atendimento.;atendimento;36;47
A localização é perfeita, apenas uma quadra da Champs Elysses, sendo possível fazer todas as compras caminhando.;localização;2;13
Apenas os garçons do restaurante que se atrapalham qdo não falamos em francês.;No aspect;-1;-1
Do Arco do Triunfo a maravilhosa roda gigante tudo se torna perto.;No aspect;-1;-1
Recomendo o hotel, nota 10!!!;No aspect;-1;-1
maravilhoso ,um hotel fantástico e barato.;hotel;16;21
tem uma piscina linda , só tenha cuidado que ele e tao grande que da para se perder ,tem duas torres parecidas e é muito fácil se atrapalhar,porem e um hotel para ir uma vez na vida ou milhares de vezes ,pois vc não pode morrer antes de estar em Venetian  Room Tip: lindo ,limpo e grande;piscina;8;15
quartos grandes ,da para umas 6 pessoas,muito limpo,aconchegante e maravilhoso.;No aspect;-1;-1
Hotel simples, quarto beeem pequeno, banheiro idem (com chuveiro quase em cima do vaso sanitário, sem box), limpo, ar condicionado split, ótimo pra quem precisa dar voltas no centro de POA, e dormir.;hotel;0;5
Hotel simples, quarto beeem pequeno, banheiro idem (com chuveiro quase em cima do vaso sanitário, sem box), limpo, ar condicionado split, ótimo pra quem precisa dar voltas no centro de POA, e dormir.;quarto;15;21
